"bird_id","egg_id","clip_id","ring_no","min_hatch_date","min_hatch_time","max_hatch_date","max_hatch_time","nest_rear","max_death_date","max_death_time","sex"
"X551371",NA,"R","X551371","2009-05-21",NA,"2009-05-23","08:23:00","09_92",NA,NA,"M"
"X551372",NA,"B","X551372","2009-05-21",NA,"2009-05-23","08:23:00","09_92",NA,NA,"M"
"X551373",NA,"LB","X551373","2009-05-21",NA,"2009-05-23","08:23:00","09_92",NA,NA,"F"
"X551374",NA,"RB","X551374","2009-05-21",NA,"2009-05-23","08:23:00","09_92","2009-06-06",NA,"M"
"X551370",NA,"LR","X551370","2009-05-21",NA,"2009-05-23","08:23:00","09_92",NA,NA,"F"
"X551368",NA,"A","X551368","2009-05-21",NA,"2009-05-23","08:23:00","09_92",NA,NA,"M"
"X551425",NA,"LT","X551425","2009-05-23","00:00","2009-05-25","08:36:00","09_92","2009-06-06",NA,"F"
"X551424",NA,"RT","X551424","2009-05-23","00:00","2009-05-25","08:36:00","09_92",NA,NA,"F"
"X551422",NA,"BT","X551422","2009-05-23","00:00","2009-05-25","08:36:00","09_92","2009-06-06",NA,"M"
"X551423",NA,"LRT","X551423","2009-05-23","00:00","2009-05-25","08:36:00","09_92","2009-06-06",NA,"M"
"X551388",NA,"L","X551388","2009-05-22",NA,"2009-05-24","07:47:00","09_118",NA,NA,"F"
"X551215",NA,"L","X551215","2009-05-16",NA,"2009-05-18","09:46:00","09_96",NA,NA,"F"
"X551216",NA,"R","X551216","2009-05-16",NA,"2009-05-18","09:46:00","09_96",NA,NA,"F"
"X551219",NA,"B","X551219","2009-05-16",NA,"2009-05-18","09:46:00","09_96",NA,NA,"F"
"X551220",NA,"LB","X551220","2009-05-16",NA,"2009-05-18","09:46:00","09_96",NA,NA,"M"
"X551217",NA,"RB","X551217","2009-05-16",NA,"2009-05-18","09:46:00","09_96",NA,NA,"F"
"X551214",NA,"LR","X551214","2009-05-16",NA,"2009-05-18","09:46:00","09_96",NA,NA,"F"
"X551218",NA,"A","X551218","2009-05-16",NA,"2009-05-18","09:46:00","09_96",NA,NA,"F"
"X551343",NA,"LT","X551343","2009-05-18","00:00","2009-05-20","10:40:00","09_96",NA,NA,"M"
"X551342",NA,"RT","X551342","2009-05-18","00:00","2009-05-20","10:40:00","09_96",NA,NA,"F"
"09_96BT",NA,"BT",NA,"2009-05-18","00:00","2009-05-20","10:40:00","09_96","2009-05-21",NA,"M"
"X551426",NA,"N","X551426","2009-05-18","00:00","2009-05-20","10:40:00","09_96",NA,NA,"F"
"X551279",NA,"L","X551279","2009-05-17",NA,"2009-05-19","07:54:00","09_A27",NA,NA,"F"
"X551221",NA,"L","X551221","2009-05-16",NA,"2009-05-18","10:00:00","09_98",NA,NA,"F"
"X551223",NA,"R","X551223","2009-05-16",NA,"2009-05-18","10:00:00","09_98",NA,NA,"F"
"X551227",NA,"B","X551227","2009-05-16",NA,"2009-05-18","10:00:00","09_98",NA,NA,"M"
"X551226",NA,"LB","X551226","2009-05-16",NA,"2009-05-18","10:00:00","09_98",NA,NA,"M"
"09_98RB",NA,"RB",NA,"2009-05-16",NA,"2009-05-18","10:00:00","09_98","2009-05-21",NA,"M"
"X551225",NA,"LR","X551225","2009-05-16",NA,"2009-05-18","10:00:00","09_98",NA,NA,"M"
"X551152","09_A35E11","N","X551152","2009-05-17","00:00","2009-05-18","14:45:00","09_A35",NA,NA,"M"
"X551224",NA,"A","X551224","2009-05-18","00:00","2009-05-19","16:01:00","09_98",NA,NA,"F"
"X551344",NA,"LT","X551344","2009-05-18","00:00","2009-05-19","16:01:00","09_98",NA,NA,"F"
"X551222",NA,"RT","X551222","2009-05-18","00:00","2009-05-19","16:01:00","09_98",NA,NA,"M"
"X551231",NA,"R","X551231","2009-05-16",NA,"2009-05-18","10:13:00","09_101",NA,NA,"M"
"X551235",NA,"B","X551235","2009-05-16",NA,"2009-05-18","10:13:00","09_101",NA,NA,"M"
"X551234",NA,"LB","X551234","2009-05-16",NA,"2009-05-18","10:13:00","09_101",NA,NA,"F"
"X551232",NA,"RB","X551232","2009-05-16",NA,"2009-05-18","10:13:00","09_101",NA,NA,"F"
"X551229",NA,"LR","X551229","2009-05-16",NA,"2009-05-18","10:13:00","09_101",NA,NA,"M"
"X551233",NA,"A","X551233","2009-05-18","00:00","2009-05-19","15:40:00","09_101",NA,NA,"M"
"X551228",NA,"LT","X551228","2009-05-18","00:00","2009-05-19","15:40:00","09_101",NA,NA,"M"
"09_101RT",NA,"RT",NA,"2009-05-18","00:00","2009-05-19","15:40:00","09_101","2009-05-25",NA,"F"
"X551131",NA,"L","X551131","2009-05-15",NA,"2009-05-17","16:18:00","09_102",NA,NA,"M"
"X551133",NA,"R","X551133","2009-05-15",NA,"2009-05-17","16:18:00","09_102",NA,NA,"F"
"X551132",NA,"B","X551132","2009-05-15",NA,"2009-05-17","16:18:00","09_102",NA,NA,"F"
"X551137",NA,"LB","X551137","2009-05-15",NA,"2009-05-17","16:18:00","09_102",NA,NA,"M"
"X551135",NA,"RB","X551135","2009-05-15",NA,"2009-05-17","16:18:00","09_102",NA,NA,"M"
"X551136",NA,"T(LR)","X551136","2009-05-15",NA,"2009-05-17","16:18:00","09_102",NA,NA,"M"
"X551367",NA,"A","X551367","2009-05-17","00:00","2009-05-19","09:40:00","09_102",NA,NA,"F"
"X551134",NA,"N","X551134","2009-05-17","00:00","2009-05-19","09:40:00","09_102",NA,NA,"M"
"X551201",NA,"LBT","X551201","2009-05-16",NA,"2009-05-18","10:25:00","09_120",NA,NA,"M"
"X551101",NA,"R","X551101","2009-05-14",NA,"2009-05-16","11:41:00","09_109",NA,NA,"M"
"X551107",NA,"B","X551107","2009-05-14",NA,"2009-05-16","11:41:00","09_109",NA,NA,"F"
"X551104",NA,"LB","X551104","2009-05-14",NA,"2009-05-16","11:41:00","09_109",NA,NA,"F"
"X551106",NA,"RB","X551106","2009-05-14",NA,"2009-05-16","11:41:00","09_109",NA,NA,"F"
"X551102",NA,"LR","X551102","2009-05-14",NA,"2009-05-16","11:41:00","09_109",NA,NA,"F"
"X551105",NA,"A","X551105","2009-05-14",NA,"2009-05-16","11:41:00","09_109",NA,NA,"F"
"X551393",NA,"LT","X551393","2009-05-16","00:00","2009-05-17","16:30:00","09_109",NA,NA,"M"
"X551108",NA,"RT","X551108","2009-05-16","00:00","2009-05-17","16:30:00","09_109",NA,NA,"F"
"X551145",NA,"L","X551145","2009-05-15",NA,"2009-05-17","16:40:00","09_110",NA,NA,"M"
"X551138",NA,"R","X551138","2009-05-15",NA,"2009-05-17","16:40:00","09_110",NA,NA,"F"
"X551139",NA,"B","X551139","2009-05-15",NA,"2009-05-17","16:40:00","09_110",NA,NA,"M"
"X551143",NA,"LB","X551143","2009-05-15",NA,"2009-05-17","16:40:00","09_110",NA,NA,"F"
"X551142",NA,"RB","X551142","2009-05-15",NA,"2009-05-17","16:40:00","09_110",NA,NA,"F"
"X551140",NA,"LR","X551140","2009-05-15",NA,"2009-05-17","16:40:00","09_110",NA,NA,"M"
"X551146",NA,"A","X551146","2009-05-15",NA,"2009-05-17","16:40:00","09_110",NA,NA,"F"
"X551141",NA,"LT","X551141","2009-05-15",NA,"2009-05-17","16:40:00","09_110",NA,NA,"M"
"X551118",NA,"RT","X551118","2009-05-15",NA,"2009-05-17","16:40:00","09_110",NA,NA,"M"
"X551144",NA,"L","X551144","2009-05-14",NA,"2009-05-16","15:40:00","09_A8",NA,NA,"F"
"X551334",NA,"L","X551334","2009-05-19",NA,"2009-05-21","09:25:00","09_112",NA,NA,"F"
"X551340",NA,"R","X551340","2009-05-19",NA,"2009-05-21","09:25:00","09_112",NA,NA,"M"
"X551336",NA,"B","X551336","2009-05-19",NA,"2009-05-21","09:25:00","09_112",NA,NA,"M"
"X551333",NA,"LB","X551333","2009-05-19",NA,"2009-05-21","09:25:00","09_112",NA,NA,"F"
"X551339",NA,"RB","X551339","2009-05-19",NA,"2009-05-21","09:25:00","09_112",NA,NA,"M"
"X551338",NA,"A","X551338","2009-05-19",NA,"2009-05-21","09:25:00","09_112",NA,NA,"M"
"X551335",NA,"LT","X551335","2009-05-19",NA,"2009-05-21","09:25:00","09_112",NA,NA,"F"
"X551341","09_112E11","RT","X551341","2009-05-21","00:00","2009-05-23","07:53:00","09_112",NA,NA,"F"
"X551348",NA,"L","X551348","2009-05-20",NA,"2009-05-22","08:16:00","09_117",NA,NA,"M"
"09_117R",NA,"R",NA,"2009-05-20",NA,"2009-05-22","08:16:00","09_117","2009-05-28",NA,"M"
"X551427",NA,"B","X551427","2009-05-20",NA,"2009-05-22","08:16:00","09_117","2009-06-16",NA,"F"
"X551346",NA,"LB","X551346","2009-05-20",NA,"2009-05-22","08:16:00","09_117",NA,NA,"M"
"X551345",NA,"RB","X551345","2009-05-20",NA,"2009-05-22","08:16:00","09_117",NA,NA,"M"
"X551349",NA,"LR","X551349","2009-05-20",NA,"2009-05-22","08:16:00","09_117",NA,NA,"M"
"X551351",NA,"A","X551351","2009-05-20",NA,"2009-05-22","08:16:00","09_117",NA,NA,"M"
"X551347",NA,"LT","X551347","2009-05-20",NA,"2009-05-22","08:16:00","09_117",NA,NA,"F"
"X551350",NA,"RBT","X551350","2009-05-20",NA,"2009-05-22","08:16:00","09_117",NA,NA,"M"
"X551381",NA,"RB","X551381","2009-05-21",NA,"2009-05-23","09:18:00","09_133","2009-06-06",NA,"F"
"09_118R",NA,"R",NA,"2009-05-22",NA,"2009-05-24","07:47:00","09_118","2009-05-27",NA,"M"
"09_118B",NA,"B",NA,"2009-05-22",NA,"2009-05-24","07:47:00","09_118","2009-05-27",NA,"F"
"X551392",NA,"LB","X551392","2009-05-22",NA,"2009-05-24","07:47:00","09_118","2009-06-18",NA,"M"
"X551390",NA,"RB","X551390","2009-05-22",NA,"2009-05-24","07:47:00","09_118","2009-06-18",NA,"F"
"09_118LR",NA,"LR",NA,"2009-05-22",NA,"2009-05-24","07:47:00","09_118","2009-06-03",NA,"F"
"X551391",NA,"A","X551391","2009-05-22",NA,"2009-05-24","07:47:00","09_118","2009-06-18",NA,"M"
"X551389",NA,"N","X551389","2009-05-22",NA,"2009-05-24","07:47:00","09_118","2009-06-05",NA,"M"
"X551195",NA,"L","X551195","2009-05-16",NA,"2009-05-18","10:25:00","09_120",NA,NA,"M"
"X551198",NA,"R","X551198","2009-05-16",NA,"2009-05-18","10:25:00","09_120",NA,NA,"M"
"X551205",NA,"B","X551205","2009-05-16",NA,"2009-05-18","10:25:00","09_120",NA,NA,"F"
"X551200",NA,"LB","X551200","2009-05-16",NA,"2009-05-18","10:25:00","09_120",NA,NA,"F"
"X551197",NA,"RB","X551197","2009-05-16",NA,"2009-05-18","10:25:00","09_120",NA,NA,"M"
"X551196",NA,"AT","X551196","2009-05-16",NA,"2009-05-18","10:25:00","09_120",NA,NA,"F"
"X551202",NA,"A","X551202","2009-05-16",NA,"2009-05-18","10:25:00","09_120",NA,NA,"M"
"X551199",NA,"LT","X551199","2009-05-16",NA,"2009-05-18","10:25:00","09_120",NA,NA,"F"
"X551207",NA,"RT","X551207","2009-05-16",NA,"2009-05-18","10:25:00","09_120",NA,NA,"F"
"X551203",NA,"LRT","X551203","2009-05-16",NA,"2009-05-18","10:25:00","09_120","2009-06-12",NA,"F"
"X551194",NA,"BT","X551194","2009-05-16",NA,"2009-05-18","10:25:00","09_120",NA,NA,"M"
"X551206",NA,"RBT","X551206","2009-05-16",NA,"2009-05-18","10:25:00","09_120",NA,NA,"F"
"X551204","09_120E14","N","X551204","2009-05-18","00:00","2009-05-20","10:12:00","09_120","2009-06-12",NA,"M"
"X551056",NA,"L","X551056","2009-05-10",NA,"2009-05-12","12:15:00","09_121",NA,NA,"M"
"X551048",NA,"R","X551048","2009-05-10",NA,"2009-05-12","12:15:00","09_121",NA,NA,"F"
"X551047",NA,"B","X551047","2009-05-10",NA,"2009-05-12","12:15:00","09_121",NA,NA,"M"
"X551053",NA,"LB","X551053","2009-05-10",NA,"2009-05-12","12:15:00","09_121",NA,NA,"F"
"X551052",NA,"RB","X551052","2009-05-10",NA,"2009-05-12","12:15:00","09_121",NA,NA,"M"
"X551051",NA,"LR","X551051","2009-05-10",NA,"2009-05-12","12:15:00","09_121",NA,NA,"F"
"X551055",NA,"A","X551055","2009-05-10",NA,"2009-05-12","12:15:00","09_121",NA,NA,"F"
"X551050",NA,"LT","X551050","2009-05-10",NA,"2009-05-12","12:15:00","09_121",NA,NA,"F"
"X551049",NA,"RT","X551049","2009-05-10",NA,"2009-05-12","12:15:00","09_121",NA,NA,"F"
"X551054",NA,"BT","X551054","2009-05-10",NA,"2009-05-12","12:15:00","09_121",NA,NA,"M"
"X551078",NA,"L","X551078","2009-05-13",NA,"2009-05-15","15:02:00","09_131",NA,NA,"M"
"X551071",NA,"R","X551071","2009-05-13",NA,"2009-05-15","15:02:00","09_131",NA,NA,"M"
"X551075",NA,"B","X551075","2009-05-13",NA,"2009-05-15","15:02:00","09_131",NA,NA,"F"
"X551074",NA,"LB","X551074","2009-05-13",NA,"2009-05-15","15:02:00","09_131",NA,NA,"F"
"X551076",NA,"RB","X551076","2009-05-13",NA,"2009-05-15","15:02:00","09_131",NA,NA,"F"
"X551077",NA,"LR","X551077","2009-05-13",NA,"2009-05-15","15:02:00","09_131",NA,NA,"F"
"X551070",NA,"A","X551070","2009-05-13",NA,"2009-05-15","15:02:00","09_131",NA,NA,"M"
"X551072",NA,"LT","X551072","2009-05-13",NA,"2009-05-15","15:02:00","09_131",NA,NA,"F"
"X551073","09_131E10","RT","X551073","2009-05-15","00:00","2009-05-17","16:50:00","09_131",NA,NA,"M"
"X551375",NA,"L","X551375","2009-05-21",NA,"2009-05-23","09:18:00","09_133",NA,NA,"M"
"X551377",NA,"R","X551377","2009-05-21",NA,"2009-05-23","09:18:00","09_133","2009-06-04",NA,"M"
"X551379",NA,"B","X551379","2009-05-21",NA,"2009-05-23","09:18:00","09_133","2009-06-04",NA,"M"
"X551380",NA,"LB","X551380","2009-05-21",NA,"2009-05-23","09:18:00","09_133",NA,NA,"F"
"X551378",NA,"LR","X551378","2009-05-21",NA,"2009-05-23","09:18:00","09_133","2009-06-06",NA,"F"
"X551376",NA,"A","X551376","2009-05-21",NA,"2009-05-23","09:18:00","09_133",NA,NA,"F"
"09_133N","09_133E11","N",NA,"2009-05-24","00:00","2009-05-25","12:30:00","09_133","2009-05-27",NA,"F"
"X551475",NA,"B","X551475","2009-05-30",NA,"2009-06-01","12:34:00","09_138",NA,NA,"F"
"X551476",NA,"R","X551476","2009-05-30",NA,"2009-06-01","12:34:00","09_138",NA,NA,"F"
"X551474",NA,"L","X551474","2009-06-01","00:00","2009-06-03","11:35:00","09_138",NA,NA,"M"
"09_138LB",NA,"LB",NA,"2009-06-01","00:00","2009-06-03","11:35:00","09_138","2009-06-13",NA,"F"
"09_138N",NA,"N",NA,"2009-06-01","00:00","2009-06-03","11:35:00","09_138","2009-06-05",NA,"M"
"X551356",NA,"L","X551356","2009-05-20",NA,"2009-05-22","08:02:00","09_139",NA,NA,"F"
"X551353",NA,"R","X551353","2009-05-20",NA,"2009-05-22","08:02:00","09_139","2009-06-05",NA,"F"
"X551360",NA,"LB","X551360","2009-05-20",NA,"2009-05-22","08:02:00","09_139","2009-06-05",NA,"F"
"X551357",NA,"RB","X551357","2009-05-20",NA,"2009-05-22","08:02:00","09_139","2009-06-05",NA,"F"
"X551361",NA,"LR","X551361","2009-05-20",NA,"2009-05-22","08:02:00","09_139","2009-06-16",NA,"M"
"X551358",NA,"A","X551358","2009-05-20",NA,"2009-05-22","08:02:00","09_139",NA,NA,"F"
"X551359",NA,"LT","X551359","2009-05-20",NA,"2009-05-22","08:02:00","09_139","2009-06-05",NA,"F"
"09_139RT",NA,"RT",NA,"2009-05-20",NA,"2009-05-22","08:02:00","09_139","2009-05-24",NA,NA
"X551352",NA,"BT","X551352","2009-05-20",NA,"2009-05-22","08:02:00","09_139","2009-06-05",NA,"M"
"X551355",NA,"N","X551355","2009-05-20",NA,"2009-05-22","08:02:00","09_139","2009-06-05",NA,"F"
"09_154L",NA,"L",NA,"2009-05-16",NA,"2009-05-18","11:03:00","09_154","2009-05-28",NA,"M"
"X551237",NA,"R","X551237","2009-05-16",NA,"2009-05-18","11:03:00","09_154",NA,NA,"M"
"X551241",NA,"B","X551241","2009-05-16",NA,"2009-05-18","11:03:00","09_154",NA,NA,"F"
"X551239",NA,"LB","X551239","2009-05-16",NA,"2009-05-18","11:03:00","09_154",NA,NA,"F"
"X551243",NA,"A","X551243","2009-05-16",NA,"2009-05-18","11:03:00","09_154",NA,NA,"F"
"X551242",NA,"LR","X551242","2009-05-16",NA,"2009-05-18","11:03:00","09_154",NA,NA,"M"
"X551236",NA,"LT","X551236","2009-05-16",NA,"2009-05-18","11:03:00","09_154",NA,NA,"M"
"X551240",NA,"RT","X551240","2009-05-16",NA,"2009-05-18","11:03:00","09_154",NA,NA,"M"
"X551238",NA,"BT","X551238","2009-05-16",NA,"2009-05-18","11:03:00","09_154",NA,NA,"F"
"X551172",NA,"R","X551172","2009-05-15",NA,"2009-05-17","12:35:00","09_A28",NA,NA,"M"
"X551439",NA,"L","X551439","2009-05-25",NA,"2009-05-27","13:05:00","09_160",NA,NA,"F"
"X551436",NA,"R","X551436","2009-05-25",NA,"2009-05-27","13:05:00","09_160","2009-06-10",NA,"M"
"X551440",NA,"B","X551440","2009-05-25",NA,"2009-05-27","13:05:00","09_160","2009-06-21",NA,"F"
"X551437",NA,"LB","X551437","2009-05-25",NA,"2009-05-27","13:05:00","09_160","2009-06-21",NA,"M"
"X551441",NA,"RB","X551441","2009-05-25",NA,"2009-05-27","13:05:00","09_160","2009-06-21",NA,"F"
"X551438",NA,"LR","X551438","2009-05-25",NA,"2009-05-27","13:05:00","09_160","2009-06-10",NA,"F"
"09_160A",NA,"A",NA,"2009-05-25",NA,"2009-05-27","13:05:00","09_160","2009-06-02",NA,"M"
"09_160LT","09_160E09","LT",NA,"2009-05-27","00:00","2009-05-29","10:08:00","09_160","2009-05-31",NA,"M"
"X551401",NA,"L","X551401","2009-05-23",NA,"2009-05-25","09:05:00","09_167",NA,NA,"F"
"X551398",NA,"R","X551398","2009-05-23",NA,"2009-05-25","09:05:00","09_167",NA,NA,"M"
"X551400",NA,"B","X551400","2009-05-23",NA,"2009-05-25","09:05:00","09_167",NA,NA,"F"
"X551399",NA,"LB","X551399","2009-05-23",NA,"2009-05-25","09:05:00","09_167",NA,NA,"M"
"X551403",NA,"RB","X551403","2009-05-23",NA,"2009-05-25","09:05:00","09_167",NA,NA,"M"
"X551396",NA,"LR","X551396","2009-05-23",NA,"2009-05-25","09:05:00","09_167",NA,NA,"M"
"X551395",NA,"A","X551395","2009-05-23",NA,"2009-05-25","09:05:00","09_167",NA,NA,"F"
"X551397",NA,"LT","X551397","2009-05-23",NA,"2009-05-25","09:05:00","09_167",NA,NA,"M"
"X551402",NA,"RT","X551402","2009-05-23",NA,"2009-05-25","09:05:00","09_167",NA,NA,"F"
"X551394",NA,"N","X551394","2009-05-23",NA,"2009-05-25","09:05:00","09_167",NA,NA,"M"
"09_171L",NA,"L",NA,"2009-05-22",NA,"2009-05-24","07:05:00","09_171","2009-05-28",NA,"M"
"09_171R",NA,"R",NA,"2009-05-22",NA,"2009-05-24","07:05:00","09_171","2009-05-26",NA,"M"
"09_171B",NA,"B",NA,"2009-05-22",NA,"2009-05-24","07:05:00","09_171","2009-05-25",NA,NA
"X551387",NA,"LB","X551387","2009-05-22",NA,"2009-05-24","07:05:00","09_171","2009-06-07",NA,"M"
"09_171RB",NA,"RB",NA,"2009-05-22",NA,"2009-05-24","07:05:00","09_171","2009-06-05",NA,"M"
"X551383",NA,"LR","X551383","2009-05-22",NA,"2009-05-24","07:05:00","09_171","2009-06-05",NA,"M"
"X551384",NA,"A","X551384","2009-05-22",NA,"2009-05-24","07:05:00","09_171","2009-06-07",NA,"M"
"X551385",NA,"LT","X551385","2009-05-22",NA,"2009-05-24","07:05:00","09_171","2009-06-07",NA,"F"
"X551386",NA,"RT","X551386","2009-05-22",NA,"2009-05-24","07:05:00","09_171","2009-06-05",NA,"M"
"X551365",NA,"LB","X551365","2009-05-21",NA,"2009-05-23","09:00:00","09_178",NA,NA,"F"
"X551245",NA,"L","X551245","2009-05-16",NA,"2009-05-18","11:20:00","09_173",NA,NA,"M"
"X551249",NA,"R","X551249","2009-05-16",NA,"2009-05-18","11:20:00","09_173",NA,NA,"F"
"X551291",NA,"B","X551291","2009-05-16",NA,"2009-05-18","11:20:00","09_173",NA,NA,"M"
"X551248",NA,"LB","X551248","2009-05-16",NA,"2009-05-18","11:20:00","09_173",NA,NA,"F"
"X551250",NA,"RB","X551250","2009-05-16",NA,"2009-05-18","11:20:00","09_173",NA,NA,"F"
"X551247",NA,"LR","X551247","2009-05-16",NA,"2009-05-18","11:20:00","09_173",NA,NA,"F"
"X551251",NA,"A","X551251","2009-05-16",NA,"2009-05-18","11:20:00","09_173",NA,NA,"M"
"X551246",NA,"LT","X551246","2009-05-18","00:00","2009-05-19","16:55:00","09_173",NA,NA,"M"
"X551244",NA,"N","X551244","2009-05-18","00:00","2009-05-19","16:55:00","09_173",NA,NA,"M"
"X551282",NA,"R","X551282","2009-05-17",NA,"2009-05-19","08:18:00","09_A15",NA,NA,"F"
"X551363",NA,"L","X551363","2009-05-21",NA,"2009-05-23","09:00:00","09_178","2009-06-04",NA,"F"
"X551362",NA,"R","X551362","2009-05-21",NA,"2009-05-23","09:00:00","09_178","2009-06-17",NA,"F"
"X551364",NA,"B","X551364","2009-05-21",NA,"2009-05-23","09:00:00","09_178",NA,NA,"M"
"X551366",NA,"RB","X551366","2009-05-21",NA,"2009-05-23","09:00:00","09_178",NA,NA,"M"
"09_178N","09_178E06","N",NA,"2009-05-23","00:00","2009-05-24","09:50:00","09_178","2009-06-04",NA,"M"
"X551112",NA,"L","X551112","2009-05-14",NA,"2009-05-16","11:15:00","09_179",NA,NA,"F"
"X551111",NA,"R","X551111","2009-05-14",NA,"2009-05-16","11:15:00","09_179",NA,NA,"M"
"X551109",NA,"B","X551109","2009-05-14",NA,"2009-05-16","11:15:00","09_179","2009-06-10",NA,"F"
"X551113",NA,"LB","X551113","2009-05-14",NA,"2009-05-16","11:15:00","09_179","2009-06-10",NA,"F"
"X551115",NA,"RB","X551115","2009-05-16","00:00","2009-05-17","17:15:00","09_179","2009-06-10",NA,"M"
"X551110",NA,"LR","X551110","2009-05-16","00:00","2009-05-17","17:15:00","09_179","2009-06-10",NA,"F"
"X551114",NA,"A","X551114","2009-05-16","00:00","2009-05-17","17:15:00","09_179","2009-06-10",NA,"M"
"X551092",NA,"LB","X551092","2009-05-13",NA,"2009-05-15","13:55:00","09_A25",NA,NA,"F"
"09_179N",NA,"N",NA,"2009-05-16","00:00","2009-05-17","17:15:00","09_179","2009-05-22",NA,"M"
"X551182",NA,"L","X551182","2009-05-15",NA,"2009-05-17","12:17:00","09_A12",NA,NA,"M"
"X551177",NA,"R","X551177","2009-05-15",NA,"2009-05-17","12:17:00","09_A12",NA,NA,"F"
"X551180",NA,"B","X551180","2009-05-15",NA,"2009-05-17","12:17:00","09_A12",NA,NA,"F"
"X551179",NA,"LB","X551179","2009-05-15",NA,"2009-05-17","12:17:00","09_A12",NA,NA,"M"
"X551181",NA,"RB","X551181","2009-05-15",NA,"2009-05-17","12:17:00","09_A12",NA,NA,"F"
"X551176",NA,"LR","X551176","2009-05-15",NA,"2009-05-17","12:17:00","09_A12",NA,NA,"M"
"X551175",NA,"A","X551175","2009-05-15",NA,"2009-05-17","12:17:00","09_A12",NA,NA,"M"
"09_A12LT",NA,"LT",NA,"2009-05-17","00:00","2009-05-19","08:24:00","09_A12","2009-05-25",NA,"F"
"X551178",NA,"RT","X551178","2009-05-17","00:00","2009-05-19","08:24:00","09_A12","2009-05-29",NA,"M"
"X551126",NA,"R","X551126","2009-05-14",NA,"2009-05-16","15:00:00","09_A39","2009-06-10",NA,"F"
"X551311",NA,"L","X551311","2009-05-18",NA,"2009-05-20","08:05:00","09_A13",NA,NA,"M"
"X551443",NA,"R","X551443","2009-05-18",NA,"2009-05-20","08:05:00","09_A13","2009-06-14",NA,"M"
"X551316",NA,"B","X551316","2009-05-18",NA,"2009-05-20","08:05:00","09_A13","2009-06-01",NA,"F"
"X551306",NA,"LB","X551306","2009-05-18",NA,"2009-05-20","08:05:00","09_A13","2009-06-14",NA,"F"
"X551305",NA,"RB","X551305","2009-05-18",NA,"2009-05-20","08:05:00","09_A13","2009-06-14",NA,"M"
"X551307",NA,"LR","X551307","2009-05-18",NA,"2009-05-20","08:05:00","09_A13","2009-05-30",NA,"M"
"X551312",NA,"A","X551312","2009-05-18",NA,"2009-05-20","08:05:00","09_A13","2009-06-14",NA,"F"
"X551310",NA,"LT","X551310","2009-05-18",NA,"2009-05-20","08:05:00","09_A13","2009-06-14",NA,"F"
"X551309",NA,"RT","X551309","2009-05-18",NA,"2009-05-20","08:05:00","09_A13",NA,NA,"M"
"X551313",NA,"BT","X551313","2009-05-18",NA,"2009-05-20","08:05:00","09_A13","2009-05-30",NA,"M"
"X551317",NA,"LRT","X551317","2009-05-18",NA,"2009-05-20","08:05:00","09_A13","2009-06-14",NA,"F"
"X551308",NA,"LBT","X551308","2009-05-18",NA,"2009-05-20","08:05:00","09_A13","2009-06-14",NA,"F"
"X551314",NA,"AT","X551314","2009-05-18",NA,"2009-05-20","08:05:00","09_A13",NA,NA,"M"
"X551281",NA,"L","X551281","2009-05-17",NA,"2009-05-19","08:18:00","09_A15",NA,NA,"M"
"X551287",NA,"B","X551287","2009-05-17",NA,"2009-05-19","08:18:00","09_A15",NA,NA,"F"
"X551285",NA,"LB","X551285","2009-05-17",NA,"2009-05-19","08:18:00","09_A15","2009-06-13",NA,"F"
"X551284",NA,"RB","X551284","2009-05-17",NA,"2009-05-19","08:18:00","09_A15",NA,NA,"F"
"X551283",NA,"LR","X551283","2009-05-17",NA,"2009-05-19","08:18:00","09_A15",NA,NA,"F"
"X551286","09_A15E07","N","X551286","2009-05-19","00:00","2009-05-20","14:15:00","09_A15","2009-06-13",NA,"F"
"09_A17L",NA,"L",NA,"2009-05-28",NA,"2009-05-30","06:47:00","09_A17","2009-06-05",NA,"M"
"09_A17R",NA,"R",NA,"2009-05-28",NA,"2009-05-30","06:47:00","09_A17","2009-06-03",NA,"M"
"09_A17B",NA,"B",NA,"2009-05-28",NA,"2009-05-30","06:47:00","09_A17","2009-06-03",NA,"F"
"09_A17LB",NA,"LB",NA,"2009-05-28",NA,"2009-05-30","06:47:00","09_A17","2009-06-05",NA,"F"
"09_A17A",NA,"A",NA,"2009-05-28",NA,"2009-05-30","06:47:00","09_A17","2009-06-07",NA,"M"
"X551026",NA,"L","X551026","2009-05-10",NA,"2009-05-12","15:00:00","09_A19",NA,NA,"M"
"X551033",NA,"R","X551033","2009-05-10",NA,"2009-05-12","15:00:00","09_A19",NA,NA,"F"
"X551031",NA,"B","X551031","2009-05-10",NA,"2009-05-12","15:00:00","09_A19","2009-06-06",NA,"F"
"X551034",NA,"LB","X551034","2009-05-10",NA,"2009-05-12","15:00:00","09_A19",NA,NA,"F"
"X551032",NA,"RB","X551032","2009-05-10",NA,"2009-05-12","15:00:00","09_A19",NA,NA,"M"
"X551027",NA,"LR","X551027","2009-05-10",NA,"2009-05-12","15:00:00","09_A19",NA,NA,"F"
"X551030",NA,"A","X551030","2009-05-10",NA,"2009-05-12","15:00:00","09_A19",NA,NA,"F"
"X551025",NA,"LT","X551025","2009-05-10",NA,"2009-05-12","15:00:00","09_A19",NA,NA,"F"
"X551028",NA,"RT","X551028","2009-05-10",NA,"2009-05-12","15:00:00","09_A19",NA,NA,"F"
