"RearingBrood","ChickID","NatalBrood","CrossFosteredYN","AvgOfMass","AvgOfTarsus","AvgOfAge","nMeasures","dam","sire","NbRinged","MeanA","MeanAdev","MeanAsim","MeanTotalProRate","MeanS","MeanSdev","MeanSsim","SocialMumID","SocialDadID","PairID","BreedingYear","HatchingDayAfter0401","PairBroodNb","NbHatched","XPriorResidence","GenPairID","ResMassTarsus_perChick","MeanLogAdev","MeanLogSdev","MeanLogAdevAgeCat6","MeanLogSdevAgeCat6","MeanLogAdevAgeCat10","MeanLogSdevAgeCat10","MeanTotalProRateAgeCat6","MeanTotalProRateAgeCat10"
932,3777,933,1,19.7999992370605,16.7999992370605,12,1,3429,3359,3,22,1.37,20.63,18.9058870219591,8.5,-0.395,8.895,3475,3450,"34503475",2007,87,1,4,FALSE,"33593429",-0.0199072380884766,0.0634672100357477,0.0268951682647353,0.0670642305805458,0.219304775007044,0.0598701894909495,-0.165514438477573,14.1097424412094,23.7020316027088
932,3778,933,1,17.7000007629395,16.2000007629395,12,1,3429,3359,3,22,1.37,20.63,18.9058870219591,8.5,-0.395,8.895,3475,3450,"34503475",2007,87,1,4,FALSE,"33593429",-0.728831681928739,0.0634672100357477,0.0268951682647353,0.0670642305805458,0.219304775007044,0.0598701894909495,-0.165514438477573,14.1097424412094,23.7020316027088
932,3779,933,1,13.1000003814697,16.2999992370605,12,1,3429,3359,3,22,1.37,20.63,18.9058870219591,8.5,-0.395,8.895,3475,3450,"34503475",2007,87,1,4,FALSE,"33593429",-5.56067478703415,0.0634672100357477,0.0268951682647353,0.0670642305805458,0.219304775007044,0.0598701894909495,-0.165514438477573,14.1097424412094,23.7020316027088
935,3787,935,0,25.1000003814697,18.8999996185303,12,1,3395,2173,3,20.5,0.759999999999998,19.74,27.4000236191711,11.5,0.699999999999999,10.8,3395,2173,"21733395",2007,90,2,5,TRUE,"21733395",0.411321533987736,0.0301643167114533,0.0615019726326021,0.120126204264947,0.170551101195039,-0.0597975708420407,-0.047547155929835,26.491646778043,28.3084004602992
935,3788,935,0,24.1000003814697,18.6000003814697,12,1,3395,2173,3,20.5,0.759999999999998,19.74,27.4000236191711,11.5,0.699999999999999,10.8,3395,2173,"21733395",2007,90,2,5,TRUE,"21733395",0.106858549128327,0.0301643167114533,0.0615019726326021,0.120126204264947,0.170551101195039,-0.0597975708420407,-0.047547155929835,26.491646778043,28.3084004602992
935,3789,935,0,20.7000007629395,17.8999996185303,12,1,3395,2944,3,20.5,0.759999999999998,19.74,27.4000236191711,11.5,0.699999999999999,10.8,3395,2173,"21733395",2007,90,2,5,TRUE,"29443395",-1.67021547125222,0.0301643167114533,0.0615019726326021,0.120126204264947,0.170551101195039,-0.0597975708420407,-0.047547155929835,26.491646778043,28.3084004602992
937,3797,937,0,28.2000007629395,19.2999992370605,12,1,860,3394,1,12.5,2.45,10.05,11.4079105455375,3,-0.32,3.32,860,2693,"2693860",2007,91,2,1,FALSE,"3394860",2.5839377545649,0.208410898153642,-0.130062931840368,0.221293412026048,-0.426574071318399,0.195528384281236,0.166448207637664,10.872027180068,11.943793911007
938,3802,938,0,21.3999996185303,18,12,1,3516,2453,3,5.5,0.24,5.26,15.0515265997929,2,0.505,1.495,3516,2453,"24533516",2007,93,1,6,FALSE,"24533516",-1.20206376141368,0.0259237322659814,0.239095325820714,0.0518474645319629,0.0747235461959364,0,0.403467105445491,9.94082840236686,20.162224797219
938,3803,938,0,11.5,16.2999992370605,12,1,3516,2453,3,5.5,0.24,5.26,15.0515265997929,2,0.505,1.495,3516,2453,"24533516",2007,93,1,6,FALSE,"24533516",-7.16067516850385,0.0259237322659814,0.239095325820714,0.0518474645319629,0.0747235461959364,0,0.403467105445491,9.94082840236686,20.162224797219
938,3804,938,0,14.1000003814697,15.8999996185303,12,1,3516,2453,3,5.5,0.24,5.26,15.0515265997929,2,0.505,1.495,3516,2453,"24533516",2007,93,1,6,FALSE,"24533516",-3.63329062614152,0.0259237322659814,0.239095325820714,0.0518474645319629,0.0747235461959364,0,0.403467105445491,9.94082840236686,20.162224797219
944,3826,943,1,19.7000007629395,15.1000003814697,12,1,3050,2768,3,19,-1.74,20.74,27.8658257638851,12.5,-1.535,14.035,586,2651,"2651586",2007,99,3,4,FALSE,"27683050",3.821478077114,-0.0866110263174027,-0.111922704329207,-0.0541185678339183,-0.121155121556467,-0.119103484800887,-0.102690287101947,26.865671641791,28.8659798859793
944,3827,943,1,22.1000003814697,17.7000007629395,12,1,3050,2768,3,19,-1.74,20.74,27.8658257638851,12.5,-1.535,14.035,586,2651,"2651586",2007,99,3,4,FALSE,"27683050",0.193474016666088,-0.0866110263174027,-0.111922704329207,-0.0541185678339183,-0.121155121556467,-0.119103484800887,-0.102690287101947,26.865671641791,28.8659798859793
944,3828,943,1,26.7000007629395,17.8999996185303,12,1,3050,2768,3,19,-1.74,20.74,27.8658257638851,12.5,-1.535,14.035,586,2651,"2651586",2007,99,3,4,FALSE,"27683050",4.32978452874778,-0.0866110263174027,-0.111922704329207,-0.0541185678339183,-0.121155121556467,-0.119103484800887,-0.102690287101947,26.865671641791,28.8659798859793
947,3844,947,0,22.2999992370605,17.6000003814697,12,1,592,3311,1,7.5,-0.720000000000001,8.22,10.9820321041317,4,0.885,3.115,592,3311,"3311592",2007,101,1,5,FALSE,"3311592",0.625320018009376,-0.0857617994162755,0.237268673912028,-0.0794271336313219,0.429074973747298,-0.092096465201229,0.0454623740767574,9.10151691948658,12.8625472887768
948,3849,948,0,25.3999996185303,19.5,12,1,3536,2542,2,17,4.33,12.67,16.3343509843141,7,1.045,5.955,3536,2542,"25423536",2007,105,2,5,FALSE,"25423536",-0.679757681349059,0.285457381221745,0.151738335761878,0.267349643818705,0.093578346959566,0.303565118624784,0.209898324564189,16.271186440678,16.3975155279503
948,3850,948,0,28,20,12,1,3536,2542,2,17,4.33,12.67,16.3343509843141,7,1.045,5.955,3536,2542,"25423536",2007,105,2,5,FALSE,"25423536",0.761011393475518,0.285457381221745,0.151738335761878,0.267349643818705,0.093578346959566,0.303565118624784,0.209898324564189,16.271186440678,16.3975155279503
951,3861,951,0,21.6000003814697,19.1000003814697,12,1,2489,2605,2,8,-0.0899999999999999,8.09,13.5125714919438,1,-1.775,2.775,2489,2605,"26052489",2007,111,2,4,TRUE,"26052489",-3.5523727575168,-0.0197455876535663,-0.982385578348116,-0.0626135927279868,-1.35066718347674,0.0231224174208542,-0.614103973219492,10.1237345331834,16.9014084507042
951,3862,951,0,23.2999992370605,18.5,12,1,2489,2605,2,8,-0.0899999999999999,8.09,13.5125714919438,1,-1.775,2.775,2489,2605,"26052489",2007,111,2,4,TRUE,"26052489",-0.461295449528607,-0.0197455876535663,-0.982385578348116,-0.0626135927279868,-1.35066718347674,0.0231224174208542,-0.614103973219492,10.1237345331834,16.9014084507042
955,3879,955,0,24.6000003814697,17.2999992370605,12,1,3555,3370,2,10.5,-0.300000000000001,10.8,16.2790289674181,5,0.575,4.425,3555,3370,"33703555",2007,117,1,3,FALSE,"33703555",3.6208625996756,-0.0161661605385637,0.0978939106521773,0.0161293819298837,0.0618754037180875,-0.0484617030070111,0.133912417586267,11.5942028985507,20.9638550362855
955,3880,955,0,21.6000003814697,17.6000003814697,12,1,3555,3370,2,10.5,-0.300000000000001,10.8,16.2790289674181,5,0.575,4.425,3555,3370,"33703555",2007,117,1,3,FALSE,"33703555",-0.0746788375814228,-0.0161661605385637,0.0978939106521773,0.0161293819298837,0.0618754037180875,-0.0484617030070111,0.133912417586267,11.5942028985507,20.9638550362855
957,3887,957,0,23.3999996185303,20.2000007629395,12,1,1100,3460,3,13,0.609999999999999,12.39,16.1842686699072,5.5,0.545,4.955,1100,3460,"34601100",2007,120,2,4,TRUE,"34601100",-4.30268327949894,0.0530046542269213,0.183624063033074,-0.0109740470319767,-0.168118606615961,0.116983355485819,0.535366732682108,19.3548387096774,13.013698630137
957,3888,957,0,25.8999996185303,18.7999992370605,12,1,1100,3460,3,13,0.609999999999999,12.39,16.1842686699072,5.5,0.545,4.955,1100,3460,"34601100",2007,120,2,4,TRUE,"34601100",1.44316791680082,0.0530046542269213,0.183624063033074,-0.0109740470319767,-0.168118606615961,0.116983355485819,0.535366732682108,19.3548387096774,13.013698630137
957,3889,957,0,22.6000003814697,18.2000007629395,12,1,1100,3460,3,13,0.609999999999999,12.39,16.1842686699072,5.5,0.545,4.955,1100,3460,"34601100",2007,120,2,4,TRUE,"34601100",-0.465757289979037,0.0530046542269213,0.183624063033074,-0.0109740470319767,-0.168118606615961,0.116983355485819,0.535366732682108,19.3548387096774,13.013698630137
960,3906,960,0,24.6000003814697,18.6000003814697,12,1,860,3312,5,36,3.37,32.63,40.0878354377241,28,0.884999999999998,27.115,860,2693,"2693860",2007,122,3,5,TRUE,"3312860",0.606858549128327,0.101663410286984,0.042776933124033,0.1204228806194,0.0767149175808618,0.0829039399545686,0.00883894866720423,31.9075144508671,48.268156424581
960,3907,960,0,23.8999996185303,18.1000003814697,12,1,860,2693,5,36,3.37,32.63,40.0878354377241,28,0.884999999999998,27.115,860,2693,"2693860",2007,122,3,5,TRUE,"2693860",1.06608909283405,0.101663410286984,0.042776933124033,0.1204228806194,0.0767149175808618,0.0829039399545686,0.00883894866720423,31.9075144508671,48.268156424581
960,3908,961,1,24.6000003814697,18,12,1,3507,661,5,36,3.37,32.63,40.0878354377241,28,0.884999999999998,27.115,860,2693,"2693860",2007,122,3,5,TRUE,"6613507",1.99793700152572,0.101663410286984,0.042776933124033,0.1204228806194,0.0767149175808618,0.0829039399545686,0.00883894866720423,31.9075144508671,48.268156424581
960,3909,961,1,20.3999996185303,16.7999992370605,12,1,3507,3442,5,36,3.37,32.63,40.0878354377241,28,0.884999999999998,27.115,860,2693,"2693860",2007,122,3,5,TRUE,"34423507",0.580093143381321,0.101663410286984,0.042776933124033,0.1204228806194,0.0767149175808618,0.0829039399545686,0.00883894866720423,31.9075144508671,48.268156424581
960,3910,961,1,21.5,17.5,12,1,3507,3442,5,36,3.37,32.63,40.0878354377241,28,0.884999999999998,27.115,860,2693,"2693860",2007,122,3,5,TRUE,"34423507",0.0571679267011419,0.101663410286984,0.042776933124033,0.1204228806194,0.0767149175808618,0.0829039399545686,0.00883894866720423,31.9075144508671,48.268156424581
970,3948,969,1,17.2000007629395,16.2000007629395,12,1,3341,3496,1,11.5,0.00999999999999979,11.49,16.3404894074997,6.5,1.675,4.825,3404,1697,"16973404",2007,126,3,5,TRUE,"34963341",-1.22883168192874,0.0168033540535397,0.345517315478166,0.083381608939051,0.452556715642015,-0.0497749008319716,0.238477915314316,8.50515463917526,24.1758241758242
981,3996,981,0,20.8999996185303,17.7000007629395,12,1,4380,3285,4,33,1.90666666666667,31.0933333333333,36.5108140102465,24,0.193333333333332,23.8066666666667,4380,3285,"32854380",2008,28,5,4,TRUE,"32854380",-1.00652674627332,0.0729253894134686,0.0177676565827554,0.104522380395091,0.0337098626470465,0.00973140745022404,-0.0141167555458268,29.0225139215482,51.487414187643
981,3997,981,0,9.10000038146973,14,12,1,4380,3285,4,33,1.90666666666667,31.0933333333333,36.5108140102465,24,0.193333333333332,23.8066666666667,4380,3285,"32854380",2008,28,5,4,TRUE,"32854380",-4.22821254531325,0.0729253894134686,0.0177676565827554,0.104522380395091,0.0337098626470465,0.00973140745022404,-0.0141167555458268,29.0225139215482,51.487414187643
981,3998,981,0,20.6000003814697,17.1000003814697,12,1,4380,3285,4,33,1.90666666666667,31.0933333333333,36.5108140102465,24,0.193333333333332,23.8066666666667,4380,3285,"32854380",2008,28,5,4,TRUE,"32854380",0.084552469063702,0.0729253894134686,0.0177676565827554,0.104522380395091,0.0337098626470465,0.00973140745022404,-0.0141167555458268,29.0225139215482,51.487414187643
981,3999,981,0,17.2999992370605,16.1000003814697,12,1,4380,3285,4,33,1.90666666666667,31.0933333333333,36.5108140102465,24,0.193333333333332,23.8066666666667,4380,3285,"32854380",2008,28,5,4,TRUE,"32854380",-0.896986062055249,0.0729253894134686,0.0177676565827554,0.104522380395091,0.0337098626470465,0.00973140745022404,-0.0141167555458268,29.0225139215482,51.487414187643
989,4031,989,0,19.8999996185303,15.8000001907349,12,1,927,2202,3,16.6666666666667,1.22,15.4466666666667,15.8502006928675,6.33333333333333,0.0666666666666664,6.26666666666667,927,2202,"2202927",2008,57,2,4,FALSE,"2202927",2.39855354561313,0.0865471914514701,-0.0584749376543632,0.125804701328573,-0.147104174476528,0.00803217169726425,0.118783535989967,13.2834974106844,20.9836072572337
989,4033,989,0,21.2999992370605,17,12,1,927,2202,3,16.6666666666667,1.22,15.4466666666667,15.8502006928675,6.33333333333333,0.0666666666666664,6.26666666666667,927,2202,"2202927",2008,57,2,4,FALSE,"2202927",1.01639847040677,0.0865471914514701,-0.0584749376543632,0.125804701328573,-0.147104174476528,0.00803217169726425,0.118783535989967,13.2834974106844,20.9836072572337
989,4034,989,0,21.6000003814697,16.2000007629395,12,1,927,2202,3,16.6666666666667,1.22,15.4466666666667,15.8502006928675,6.33333333333333,0.0666666666666664,6.26666666666667,927,2202,"2202927",2008,57,2,4,FALSE,"2202927",3.17116793660146,0.0865471914514701,-0.0584749376543632,0.125804701328573,-0.147104174476528,0.00803217169726425,0.118783535989967,13.2834974106844,20.9836072572337
992,4046,992,0,24.2999992370605,18.3999996185303,12,1,3302,2651,5,31,-1.19333333333333,32.1933333333333,36.3433981483051,24.3333333333333,-0.886666666666667,25.22,3302,2651,"26513302",2008,66,1,5,FALSE,"26513302",0.770551696223659,-0.028987714446292,-0.0401946372151099,-0.0177199951566876,-0.0484578057497665,-0.0515231530255008,-0.0236683001457965,28.8101072176268,51.4099800096617
992,4047,992,0,22,19.1000003814697,12,1,3302,2651,5,31,-1.19333333333333,32.1933333333333,36.3433981483051,24.3333333333333,-0.886666666666667,25.22,3302,2651,"26513302",2008,66,1,5,FALSE,"26513302",-3.1523731389865,-0.028987714446292,-0.0401946372151099,-0.0177199951566876,-0.0484578057497665,-0.0515231530255008,-0.0236683001457965,28.8101072176268,51.4099800096617
992,4048,992,0,22.6000003814697,19.2999992370605,12,1,3302,2651,5,31,-1.19333333333333,32.1933333333333,36.3433981483051,24.3333333333333,-0.886666666666667,25.22,3302,2651,"26513302",2008,66,1,5,FALSE,"26513302",-3.0160626269049,-0.028987714446292,-0.0401946372151099,-0.0177199951566876,-0.0484578057497665,-0.0515231530255008,-0.0236683001457965,28.8101072176268,51.4099800096617
992,4049,992,0,22.5,19.1000003814697,12,1,3302,2651,5,31,-1.19333333333333,32.1933333333333,36.3433981483051,24.3333333333333,-0.886666666666667,25.22,3302,2651,"26513302",2008,66,1,5,FALSE,"26513302",-2.6523731389865,-0.028987714446292,-0.0401946372151099,-0.0177199951566876,-0.0484578057497665,-0.0515231530255008,-0.0236683001457965,28.8101072176268,51.4099800096617
992,4050,992,0,20.6000003814697,18.2999992370605,12,1,3302,2651,5,31,-1.19333333333333,32.1933333333333,36.3433981483051,24.3333333333333,-0.886666666666667,25.22,3302,2651,"26513302",2008,66,1,5,FALSE,"26513302",-2.69760001361465,-0.028987714446292,-0.0401946372151099,-0.0177199951566876,-0.0484578057497665,-0.0515231530255008,-0.0236683001457965,28.8101072176268,51.4099800096617
996,4067,996,0,24.1000003814697,17.2999992370605,12,1,3050,3496,5,37.3333333333333,3.04666666666667,34.2866666666667,41.8602713147601,32,3.89666666666667,28.1033333333333,3050,3496,"34963050",2008,83,2,5,FALSE,"34963050",3.1208625996756,0.0805732568187511,0.127316345906807,0.112537029806694,0.132401081653461,0.0166457108428647,0.117146874413499,43.2464336783667,39.0879465875467
996,4068,996,0,22.5,18,12,1,3050,3496,5,37.3333333333333,3.04666666666667,34.2866666666667,41.8602713147601,32,3.89666666666667,28.1033333333333,3050,3496,"34963050",2008,83,2,5,FALSE,"34963050",-0.102063379943983,0.0805732568187511,0.127316345906807,0.112537029806694,0.132401081653461,0.0166457108428647,0.117146874413499,43.2464336783667,39.0879465875467
996,4069,996,0,23.6000003814697,16.5,12,1,3050,3496,5,37.3333333333333,3.04666666666667,34.2866666666667,41.8602713147601,32,3.89666666666667,28.1033333333333,3050,3496,"34963050",2008,83,2,5,FALSE,"34963050",4.47563092146109,0.0805732568187511,0.127316345906807,0.112537029806694,0.132401081653461,0.0166457108428647,0.117146874413499,43.2464336783667,39.0879465875467
996,4070,996,0,20.5,15.5,12,1,3050,3496,5,37.3333333333333,3.04666666666667,34.2866666666667,41.8602713147601,32,3.89666666666667,28.1033333333333,3050,3496,"34963050",2008,83,2,5,FALSE,"34963050",3.69409315328164,0.0805732568187511,0.127316345906807,0.112537029806694,0.132401081653461,0.0166457108428647,0.117146874413499,43.2464336783667,39.0879465875467
996,4071,996,0,21.6000003814697,16,12,1,3050,3496,5,37.3333333333333,3.04666666666667,34.2866666666667,41.8602713147601,32,3.89666666666667,28.1033333333333,3050,3496,"34963050",2008,83,2,5,FALSE,"34963050",3.63486222810622,0.0805732568187511,0.127316345906807,0.112537029806694,0.132401081653461,0.0166457108428647,0.117146874413499,43.2464336783667,39.0879465875467
1001,4081,1001,0,24.6000003814697,19.3999996185303,12,1,3760,2605,4,24,3.04,20.96,27.3873984781211,15.6666666666667,1.27333333333333,14.3933333333333,3760,2605,"26053760",2008,99,2,4,FALSE,"26053760",-1.24790977265739,0.119374173445856,0.0571845332116946,0.00654457570716102,-0.102289258163103,0.345033368923247,0.376132115961291,28.1221342207043,25.9179269929548
1001,4082,1001,0,21.7000007629395,18.7000007629395,12,1,3760,2605,4,24,3.04,20.96,27.3873984781211,15.6666666666667,1.27333333333333,14.3933333333333,3760,2605,"26053760",2008,99,2,4,FALSE,"26053760",-2.52498821515436,0.119374173445856,0.0571845332116946,0.00654457570716102,-0.102289258163103,0.345033368923247,0.376132115961291,28.1221342207043,25.9179269929548
1001,4083,1001,0,23.6000003814697,18.2999992370605,12,1,3760,2605,4,24,3.04,20.96,27.3873984781211,15.6666666666667,1.27333333333333,14.3933333333333,3760,2605,"26053760",2008,99,2,4,FALSE,"26053760",0.302399986385349,0.119374173445856,0.0571845332116946,0.00654457570716102,-0.102289258163103,0.345033368923247,0.376132115961291,28.1221342207043,25.9179269929548
1001,4084,1001,0,22.2999992370605,17.7000007629395,12,1,3760,2605,4,24,3.04,20.96,27.3873984781211,15.6666666666667,1.27333333333333,14.3933333333333,3760,2605,"26053760",2008,99,2,4,FALSE,"26053760",0.393472872256887,0.119374173445856,0.0571845332116946,0.00654457570716102,-0.102289258163103,0.345033368923247,0.376132115961291,28.1221342207043,25.9179269929548
1002,4096,1002,0,20.7000007629395,14.6000003814697,12,1,4380,3285,2,11.3333333333333,1.42666666666667,9.90666666666667,16.260545934525,4.66666666666667,1.20333333333333,3.46333333333333,4380,3285,"32854380",2008,105,7,4,TRUE,"32854380",5.98070938375913,0.111353273132677,0.267547971786023,0.157712869926569,0.30748737611876,0.018634079544893,0.18766916312055,12.7371008107776,23.30743618202
1002,4098,1002,0,25.1000003814697,17.1000003814697,12,1,4380,2651,2,11.3333333333333,1.42666666666667,9.90666666666667,16.260545934525,4.66666666666667,1.20333333333333,3.46333333333333,4380,3285,"32854380",2008,105,7,4,TRUE,"26514380",4.5845524690637,0.111353273132677,0.267547971786023,0.157712869926569,0.30748737611876,0.018634079544893,0.18766916312055,12.7371008107776,23.30743618202
1005,4108,1005,0,25.7999992370605,17.7999992370605,12,1,3302,3359,4,16.3333333333333,0.666666666666666,15.6666666666667,18.4317003177825,6.66666666666667,-0.103333333333333,6.77,3302,3359,"33593302",2008,123,2,5,FALSE,"33593302",3.66163014862127,0.0373917639932106,0.0082597078364556,0.0226889055280579,0.069992871820285,0.066797480923516,-0.115206620131203,15.0601374415485,25.1748260702503
1005,4109,1005,0,20.2999992370605,16.8999996185303,12,1,3302,3359,4,16.3333333333333,0.666666666666666,15.6666666666667,18.4317003177825,6.66666666666667,-0.103333333333333,6.77,3302,3359,"33593302",2008,123,2,5,FALSE,"33593302",0.248245616159034,0.0373917639932106,0.0082597078364556,0.0226889055280579,0.069992871820285,0.066797480923516,-0.115206620131203,15.0601374415485,25.1748260702503
1005,4110,1005,0,19.5,17.5,12,1,3302,3359,4,16.3333333333333,0.666666666666666,15.6666666666667,18.4317003177825,6.66666666666667,-0.103333333333333,6.77,3302,3359,"33593302",2008,123,2,5,FALSE,"33593302",-1.94283207329886,0.0373917639932106,0.0082597078364556,0.0226889055280579,0.069992871820285,0.066797480923516,-0.115206620131203,15.0601374415485,25.1748260702503
1005,4111,1005,0,12.1000003814697,14.1000003814697,12,1,3302,3359,4,16.3333333333333,0.666666666666666,15.6666666666667,18.4317003177825,6.66666666666667,-0.103333333333333,6.77,3302,3359,"33593302",2008,123,2,5,FALSE,"33593302",-1.46005969106555,0.0373917639932106,0.0082597078364556,0.0226889055280579,0.069992871820285,0.066797480923516,-0.115206620131203,15.0601374415485,25.1748260702503
