"RearingBrood","ChickID","NatalBrood","CrossFosteredYN","AvgOfMass","AvgOfTarsus","AvgOfAge","nMeasures","dam","sire","NbRinged","MeanA","MeanAdev","MeanAsim","MeanTotalProRate","MeanS","MeanSdev","MeanSsim","SocialMumID","SocialDadID","PairID","BreedingYear","HatchingDayAfter0401","PairBroodNb","NbHatched","XPriorResidence","GenPairID","ResMassTarsus_perChick","MeanLogAdev","MeanLogSdev","MeanLogAdevAgeCat6","MeanLogSdevAgeCat6","MeanLogAdevAgeCat10","MeanLogSdevAgeCat10","MeanTotalProRateAgeCat6","MeanTotalProRateAgeCat10"
1410,6447,1410,0,24.3999996185303,17.5,12,1,5067,5623,2,10,-0.0899999999999999,10.09,16.8692966633608,3,-2.055,5.055,5067,5623,"56235067",2012,101,2,3,TRUE,"56235067",2.95716754523144,0.021176288514493,-0.568679459493955,0.14129252488389,-0.785422456669116,-0.0989399478549037,-0.351936462318794,13.491124260355,20.2474690663667
1412,6454,1413,1,24.1000003814697,17.3999996185303,12,1,4723,5669,5,30,2.85,27.15,34.0114344415957,22,1.79,20.21,4872,5675,"56754872",2012,103,2,5,TRUE,"56694723",2.88901545392311,0.0934650415807926,0.0780251769012958,0.0723419384017208,0.0640788566845224,0.114588144759864,0.0919714971180692,25.6055363321799,42.4173325510116
1412,6455,1413,1,24.8999996185303,19,12,1,4723,5669,5,30,2.85,27.15,34.0114344415957,22,1.79,20.21,4872,5675,"56754872",2012,103,2,5,TRUE,"56694723",-0.0205263747039342,0.0934650415807926,0.0780251769012958,0.0723419384017208,0.0640788566845224,0.114588144759864,0.0919714971180692,25.6055363321799,42.4173325510116
1412,6456,1413,1,20.7999992370605,17.7999992370605,12,1,4723,5669,5,30,2.85,27.15,34.0114344415957,22,1.79,20.21,4872,5675,"56754872",2012,103,2,5,TRUE,"56694723",-1.33836985137873,0.0934650415807926,0.0780251769012958,0.0723419384017208,0.0640788566845224,0.114588144759864,0.0919714971180692,25.6055363321799,42.4173325510116
1412,6457,1413,1,19.7999992370605,16.1000003814697,12,1,4723,5669,5,30,2.85,27.15,34.0114344415957,22,1.79,20.21,4872,5675,"56754872",2012,103,2,5,TRUE,"56694723",1.60301393794475,0.0934650415807926,0.0780251769012958,0.0723419384017208,0.0640788566845224,0.114588144759864,0.0919714971180692,25.6055363321799,42.4173325510116
1412,6476,1412,0,17.1000003814697,16.1000003814697,12,1,4872,5675,5,30,2.85,27.15,34.0114344415957,22,1.79,20.21,4872,5675,"56754872",2012,103,2,5,TRUE,"56754872",-1.09698491764605,0.0934650415807926,0.0780251769012958,0.0723419384017208,0.0640788566845224,0.114588144759864,0.0919714971180692,25.6055363321799,42.4173325510116
1413,6461,1412,1,22.7000007629395,18,12,1,4872,5675,4,16,1.02,14.98,22.1973373149185,11.5,2.75,8.75,4723,5669,"56694723",2012,103,1,4,TRUE,"56754872",0.0979373829955164,0.0599495796838831,0.228269356129033,0.0223161283225472,0.0859424298007248,0.0975830310452189,0.37059628245734,22.2222222222222,22.1724524076148
1413,6462,1412,1,23.3999996185303,19.5,12,1,4872,5675,4,16,1.02,14.98,22.1973373149185,11.5,2.75,8.75,4723,5669,"56694723",2012,103,1,4,TRUE,"56754872",-2.67975768134906,0.0599495796838831,0.228269356129033,0.0223161283225472,0.0859424298007248,0.0975830310452189,0.37059628245734,22.2222222222222,22.1724524076148
1413,6463,1412,1,21.7999992370605,17.2000007629395,12,1,4872,5675,4,16,1.02,14.98,22.1973373149185,11.5,2.75,8.75,4723,5669,"56694723",2012,103,1,4,TRUE,"56754872",1.05270417890201,0.0599495796838831,0.228269356129033,0.0223161283225472,0.0859424298007248,0.0975830310452189,0.37059628245734,22.2222222222222,22.1724524076148
1413,6460,1412,1,24.7000007629395,18.8999996185303,12,1,4872,5675,4,16,1.02,14.98,22.1973373149185,11.5,2.75,8.75,4723,5669,"56694723",2012,103,1,4,TRUE,"56754872",0.0113219154575332,0.0599495796838831,0.228269356129033,0.0223161283225472,0.0859424298007248,0.0975830310452189,0.37059628245734,22.2222222222222,22.1724524076148
1414,6466,1417,1,26.7999992370605,19.6000003814697,12,1,5014,5489,1,14,2.48,11.52,11.5124153498871,2,-0.92,2.92,4059,4768,"47684059",2012,104,2,1,TRUE,"54895014",0.488394791428876,0.187576720319467,-0.313349819200359,0.187576720319467,-0.313349819200359,NA,NA,11.5124153498871,NA
1415,6415,1415,0,23,18.2000007629395,12,1,5025,4722,3,19.5,1.63,17.87,20.4283128636069,9,0.0700000000000003,8.93,5025,4705,"47055025",2012,96,2,3,FALSE,"47225025",-0.0657576714487383,0.099614090415641,-0.0631673244930686,0.136965855073157,-0.162118849476435,0.0622623257581246,0.035784200490298,13.0285714285714,27.8280542986425
1415,6416,1415,0,24.7000007629395,19,12,1,5025,4705,3,19.5,1.63,17.87,20.4283128636069,9,0.0700000000000003,8.93,5025,4705,"47055025",2012,96,2,3,FALSE,"47055025",-0.220525230294733,0.099614090415641,-0.0631673244930686,0.136965855073157,-0.162118849476435,0.0622623257581246,0.035784200490298,13.0285714285714,27.8280542986425
1415,6417,1415,0,21,17.7999992370605,12,1,5025,4722,3,19.5,1.63,17.87,20.4283128636069,9,0.0700000000000003,8.93,5025,4705,"47055025",2012,96,2,3,FALSE,"47225025",-1.13836908843923,0.099614090415641,-0.0631673244930686,0.136965855073157,-0.162118849476435,0.0622623257581246,0.035784200490298,13.0285714285714,27.8280542986425
1417,6472,1417,0,25.6000003814697,19.3999996185303,12,1,5014,5489,3,15,3.02,11.98,23.6421294386967,11,3.54,7.46,5014,5489,"54895014",2012,104,3,5,FALSE,"54895014",-0.247909772657389,0.208534981243193,0.364351059014679,0.0579430353003664,0.255814333603758,0.359126927186019,0.472887784425599,22.8699555481702,24.4143033292232
1417,6473,1417,0,25.8999996185303,18.6000003814697,12,1,5014,5489,3,15,3.02,11.98,23.6421294386967,11,3.54,7.46,5014,5489,"54895014",2012,104,3,5,FALSE,"54895014",1.90685778618892,0.208534981243193,0.364351059014679,0.0579430353003664,0.255814333603758,0.359126927186019,0.472887784425599,22.8699555481702,24.4143033292232
1417,6465,1414,1,23.8999996185303,19.6000003814697,12,1,4059,4768,3,15,3.02,11.98,23.6421294386967,11,3.54,7.46,5014,5489,"54895014",2012,104,3,5,FALSE,"47684059",-2.41160482710133,0.208534981243193,0.364351059014679,0.0579430353003664,0.255814333603758,0.359126927186019,0.472887784425599,22.8699555481702,24.4143033292232
1418,6458,1418,0,25.1000003814697,19.2000007629395,12,1,5598,5359,2,17,2.08,14.92,15.6797849961381,5,-1.115,6.115,5598,5359,"53595598",2012,103,2,2,FALSE,"53595598",-0.284219903269286,0.120333716627297,-0.317397487424587,0.09146572733901,-0.631271776841858,0.149201705915584,-0.00352319800731691,13.1185270425777,18.2410429496986
1418,6459,1418,0,22.1000003814697,17.7999992370605,12,1,5598,5359,2,17,2.08,14.92,15.6797849961381,5,-1.115,6.115,5598,5359,"53595598",2012,103,2,2,FALSE,"53595598",-0.0383687069695259,0.120333716627297,-0.317397487424587,0.09146572733901,-0.631271776841858,0.149201705915584,-0.00352319800731691,13.1185270425777,18.2410429496986
1419,6451,1419,0,25.2000007629395,18.5,12,1,4933,5202,3,16.5,1.02,15.48,22.4444448608542,9,0.81,8.19,4933,5202,"52024933",2012,102,2,4,TRUE,"52024933",1.43870607635039,0.0669909838912659,0.0618844576705907,0.0354943314124675,0.162989628494463,0.0984876363700643,-0.0392207131532813,22.6666670509621,22.2222226707463
1419,6452,1419,0,26.7999992370605,17.7999992370605,12,1,4933,5202,3,16.5,1.02,15.48,22.4444448608542,9,0.81,8.19,4933,5202,"52024933",2012,102,2,4,TRUE,"52024933",4.66163014862127,0.0669909838912659,0.0618844576705907,0.0354943314124675,0.162989628494463,0.0984876363700643,-0.0392207131532813,22.6666670509621,22.2222226707463
1419,6453,1419,0,23.6000003814697,17.8999996185303,12,1,4933,5202,3,16.5,1.02,15.48,22.4444448608542,9,0.81,8.19,4933,5202,"52024933",2012,102,2,4,TRUE,"52024933",1.22978414727799,0.0669909838912659,0.0618844576705907,0.0354943314124675,0.162989628494463,0.0984876363700643,-0.0392207131532813,22.6666670509621,22.2222226707463
1420,6484,1420,0,21.7000007629395,16.8999996185303,12,1,4967,5517,1,11.5,1.6,9.9,10.4444627690278,2,-1.215,3.215,4967,5517,"55174967",2012,107,1,2,FALSE,"55174967",1.64824714203803,0.122397814863372,-0.390109944501048,0.203973635206489,-0.49956243148728,0.0408219945202552,-0.280657457514816,11.9337016574586,8.95522388059702
1421,6480,1421,0,23.7999992370605,18.5,12,1,6245,5031,2,7,-1.23,8.23,15.8459593177853,2,-1.62,3.62,6245,5031,"50316245",2012,106,1,2,TRUE,"50316245",0.0387045504713927,-0.21010648237136,-0.579320327163897,-0.0281708769666963,-0.277631736598279,-0.392042087776024,-0.881008917729515,18.0555555555556,13.636363080015
1421,6489,1421,0,24.2000007629395,17.3999996185303,12,1,6245,5031,2,7,-1.23,8.23,15.8459593177853,2,-1.62,3.62,6245,5031,"50316245",2012,106,1,2,TRUE,"50316245",2.98901583539291,-0.21010648237136,-0.579320327163897,-0.0281708769666963,-0.277631736598279,-0.392042087776024,-0.881008917729515,18.0555555555556,13.636363080015
1423,6502,1423,0,23.6000003814697,18,12,1,4965,5314,3,19,-0.82,19.82,23.3202553058805,8.5,-2.26,10.76,4965,5314,"53144965",2012,113,1,4,FALSE,"53144965",0.997937001525719,-0.0345081429234898,-0.235834454282398,-0.109838280367235,-0.471668908564797,0.040821994520255,0,22.9471308208202,23.6933797909408
1423,6503,1423,0,25,18.7000007629395,12,1,4965,5314,3,19,-0.82,19.82,23.3202553058805,8.5,-2.26,10.76,4965,5314,"53144965",2012,113,1,4,FALSE,"53144965",0.775011021906137,-0.0345081429234898,-0.235834454282398,-0.109838280367235,-0.471668908564797,0.040821994520255,0,22.9471308208202,23.6933797909408
1423,6505,1423,0,17.3999996185303,16,12,1,4965,5314,3,19,-0.82,19.82,23.3202553058805,8.5,-2.26,10.76,4965,5314,"53144965",2012,113,1,4,FALSE,"53144965",-0.565138534833185,-0.0345081429234898,-0.235834454282398,-0.109838280367235,-0.471668908564797,0.040821994520255,0,22.9471308208202,23.6933797909408
1426,6509,1426,0,20.8999996185303,18.3999996185303,12,1,5625,5195,4,27,5.91,21.09,24.088429217841,15,3.665,11.335,5625,5195,"51955625",2012,117,2,4,FALSE,"51955625",-2.62944792230654,0.243139775754828,0.267695503277107,0.194467751337543,0.330188987336956,0.291811800172114,0.205202019217258,22.8054298642534,25.3714285714286
1426,6510,1426,0,21.8999996185303,17.7999992370605,12,1,5625,5195,4,27,5.91,21.09,24.088429217841,15,3.665,11.335,5625,5195,"51955625",2012,117,2,4,FALSE,"51955625",-0.238369469908929,0.243139775754828,0.267695503277107,0.194467751337543,0.330188987336956,0.291811800172114,0.205202019217258,22.8054298642534,25.3714285714286
1426,6511,1426,0,20.6000003814697,17,12,1,5625,5195,4,27,5.91,21.09,24.088429217841,15,3.665,11.335,5625,5195,"51955625",2012,117,2,4,FALSE,"51955625",0.316399614815969,0.243139775754828,0.267695503277107,0.194467751337543,0.330188987336956,0.291811800172114,0.205202019217258,22.8054298642534,25.3714285714286
1426,6512,1426,0,18,16.2000007629395,12,1,5625,5195,4,27,5.91,21.09,24.088429217841,15,3.665,11.335,5625,5195,"51955625",2012,117,2,4,FALSE,"51955625",-0.428832444868239,0.243139775754828,0.267695503277107,0.194467751337543,0.330188987336956,0.291811800172114,0.205202019217258,22.8054298642534,25.3714285714286
1427,6515,1427,0,25.5,17.2000007629395,12,1,6238,6240,3,14.5,-2.08,16.58,26.5302319416332,10,-1.37,11.37,6238,6240,"62406238",2012,120,2,4,TRUE,"62406238",4.75270494184151,-0.127856301351174,-0.121528903482449,-0.0896515667801732,-0.110505154019397,-0.166061035922174,-0.132552652945501,24.1042349270374,28.956228956229
1427,6517,1428,1,29,19.5,12,1,5589,5616,3,14.5,-2.08,16.58,26.5302319416332,10,-1.37,11.37,6238,6240,"62406238",2012,120,2,4,TRUE,"56165589",2.92024270012064,-0.127856301351174,-0.121528903482449,-0.0896515667801732,-0.110505154019397,-0.166061035922174,-0.132552652945501,24.1042349270374,28.956228956229
1427,6518,1428,1,28,18.5,12,1,5589,5616,3,14.5,-2.08,16.58,26.5302319416332,10,-1.37,11.37,6238,6240,"62406238",2012,120,2,4,TRUE,"56165589",4.23870531341089,-0.127856301351174,-0.121528903482449,-0.0896515667801732,-0.110505154019397,-0.166061035922174,-0.132552652945501,24.1042349270374,28.956228956229
1428,6519,1428,0,22.7000007629395,17.7999992370605,12,1,5589,5616,2,12,0.390000000000001,11.61,13.7028729691249,4,0.155,3.845,5589,5616,"56165589",2012,120,2,3,FALSE,"56165589",0.561631674500272,0.0423363823513354,0.0129666910132522,0.083381608939051,-0.0392207131532814,0.00129115576361981,0.0651540951797858,11.5254237288136,15.8803222094361
1428,6520,1428,0,19.5,18.1000003814697,12,1,5589,5616,2,12,0.390000000000001,11.61,13.7028729691249,4,0.155,3.845,5589,5616,"56165589",2012,120,2,3,FALSE,"56165589",-3.33391052569625,0.0423363823513354,0.0129666910132522,0.083381608939051,-0.0392207131532814,0.00129115576361981,0.0651540951797858,11.5254237288136,15.8803222094361
1429,6521,1429,0,23.8999996185303,19.2999992370605,12,1,4873,5393,1,12,2.52,9.48,9.70592341810322,1,-0.655,1.655,4873,5393,"53934873",2012,124,2,1,TRUE,"53934873",-1.7160633898443,0.229090103071186,-0.655612963935522,0.20604911795491,-1.49514876603197,0.252131088187462,0.183922838160928,9.8663922907519,9.54545454545454
1430,6522,1430,0,23,18,12,1,5407,4991,2,11,1.39,9.61,15.4410572427484,5,0.945,4.055,5407,4991,"49915407",2012,125,1,2,FALSE,"49915407",0.397936620056017,0.125039147324902,0.218761103992599,0.217161479636662,0.344056479979521,0.0329168150131418,0.0934657280056772,11.4893617021277,19.3927527833691
1430,6523,1430,0,24.5,17.8999996185303,12,1,5407,4991,2,11,1.39,9.61,15.4410572427484,5,0.945,4.055,5407,4991,"49915407",2012,125,1,2,FALSE,"49915407",2.12978376580828,0.125039147324902,0.218761103992599,0.217161479636662,0.344056479979521,0.0329168150131418,0.0934657280056772,11.4893617021277,19.3927527833691
1431,6524,1432,1,25.1000003814697,19.3999996185303,12,1,5214,4757,2,5,0.38,4.62,13.6290368537167,1.5,0.14,1.36,4961,4960,"49604961",2012,127,3,2,FALSE,"47575214",-0.747909772657389,0.0468322379473175,0.0762648859931091,0.0936644758946349,0.0618754037180875,0,0.0906543682681308,12.5727590221187,14.6853146853147
1431,6525,1432,1,24.7999992370605,19,12,1,5214,4757,2,5,0.38,4.62,13.6290368537167,1.5,0.14,1.36,4961,4960,"49604961",2012,127,3,2,FALSE,"47575214",-0.120526756173732,0.0468322379473175,0.0762648859931091,0.0936644758946349,0.0618754037180875,0,0.0906543682681308,12.5727590221187,14.6853146853147
1432,6526,1432,0,27.7999992370605,19.3999996185303,12,1,5214,4757,5,28,2.15,25.85,31.7902662899658,20.5,1.18,19.32,5214,4757,"47575214",2012,127,2,5,TRUE,"47575214",1.95208908293341,0.0848649345879321,0.0536045105785046,0.125054305339619,0.0415938972988371,0.0446755638362453,0.065615123858172,24.0274599542334,39.5530726256983
1432,6527,1432,0,25.8999996185303,19.8999996185303,12,1,5214,4757,5,28,2.15,25.85,31.7902662899658,20.5,1.18,19.32,5214,4757,"47575214",2012,127,2,5,TRUE,"47575214",-1.10714184224192,0.0848649345879321,0.0536045105785046,0.125054305339619,0.0415938972988371,0.0446755638362453,0.065615123858172,24.0274599542334,39.5530726256983
1432,6528,1431,1,24.7999992370605,18.5,12,1,4961,4960,5,28,2.15,25.85,31.7902662899658,20.5,1.18,19.32,5214,4757,"47575214",2012,127,2,5,TRUE,"49604961",1.03870455047139,0.0848649345879321,0.0536045105785046,0.125054305339619,0.0415938972988371,0.0446755638362453,0.065615123858172,24.0274599542334,39.5530726256983
1432,6529,1431,1,25.8999996185303,18.6000003814697,12,1,4961,4960,5,28,2.15,25.85,31.7902662899658,20.5,1.18,19.32,5214,4757,"47575214",2012,127,2,5,TRUE,"49604961",1.90685778618892,0.0848649345879321,0.0536045105785046,0.125054305339619,0.0415938972988371,0.0446755638362453,0.065615123858172,24.0274599542334,39.5530726256983
1432,6548,1432,0,27.2000007629395,20,12,1,5214,4757,5,28,2.15,25.85,31.7902662899658,20.5,1.18,19.32,5214,4757,"47575214",2012,127,2,5,TRUE,"47575214",-0.038987843584983,0.0848649345879321,0.0536045105785046,0.125054305339619,0.0415938972988371,0.0446755638362453,0.065615123858172,24.0274599542334,39.5530726256983
1433,6530,1434,1,23.1000003814697,18.7000007629395,12,1,4963,5449,4,31,3.48,27.52,28.8268156424581,19,2.33,16.67,4084,4900,"49004084",2012,127,3,4,FALSE,"54494963",-1.12498859662416,0.117069004922726,0.127250790660317,0.117069004922726,0.127250790660317,NA,NA,28.8268156424581,NA
1433,6531,1434,1,20.6000003814697,19,12,1,4963,5449,4,31,3.48,27.52,28.8268156424581,19,2.33,16.67,4084,4900,"49004084",2012,127,3,4,FALSE,"54494963",-4.32052561176453,0.117069004922726,0.127250790660317,0.117069004922726,0.127250790660317,NA,NA,28.8268156424581,NA
1433,6534,1433,0,16.6000003814697,18,12,1,4084,4900,4,31,3.48,27.52,28.8268156424581,19,2.33,16.67,4084,4900,"49004084",2012,127,3,4,FALSE,"49004084",-6.00206299847428,0.117069004922726,0.127250790660317,0.117069004922726,0.127250790660317,NA,NA,28.8268156424581,NA
1433,6547,1433,0,15.3000001907349,17.2000007629395,12,1,4084,4900,4,31,3.48,27.52,28.8268156424581,19,2.33,16.67,4084,4900,"49004084",2012,127,3,4,FALSE,"49004084",-5.44729486742359,0.117069004922726,0.127250790660317,0.117069004922726,0.127250790660317,NA,NA,28.8268156424581,NA
1434,6533,1433,1,24.5,18.8999996185303,12,1,4084,4757,3,10.5,0.42,10.08,12.5474964005759,2.5,-1.47,3.97,4963,5449,"54494963",2012,127,2,3,FALSE,"47574084",-0.188678847481966,0.0125268617673575,-0.537058593717642,-0.20366087282895,-0.980829253011726,0.228714596363665,-0.0932879344235571,11.6571428571429,13.437849944009
1434,6532,1433,1,26.6000003814697,18.7999992370605,12,1,4084,4682,3,10.5,0.42,10.08,12.5474964005759,2.5,-1.47,3.97,4963,5449,"54494963",2012,127,2,3,FALSE,"46824084",2.14316867974022,0.0125268617673575,-0.537058593717642,-0.20366087282895,-0.980829253011726,0.228714596363665,-0.0932879344235571,11.6571428571429,13.437849944009
1434,6549,1434,0,24.8999996185303,18.5,12,1,4963,5449,3,10.5,0.42,10.08,12.5474964005759,2.5,-1.47,3.97,4963,5449,"54494963",2012,127,2,3,FALSE,"54494963",1.13870493194119,0.0125268617673575,-0.537058593717642,-0.20366087282895,-0.980829253011726,0.228714596363665,-0.0932879344235571,11.6571428571429,13.437849944009
1435,6541,1435,0,25.2999992370605,18.2000007629395,12,1,5294,4943,4,27.5,0.59,26.91,29.690607573413,18,0.314999999999998,17.685,5294,4943,"49435294",2012,128,3,4,TRUE,"49435294",2.23424156561176,0.0174331638849987,0.0176589765147203,-0.0186014259505457,0.0220597180647323,0.0534677537205431,0.0132582349647083,26.8020296264639,32.579185520362
1435,6535,1435,0,27.6000003814697,19.2000007629395,12,1,5294,4943,4,27.5,0.59,26.91,29.690607573413,18,0.314999999999998,17.685,5294,4943,"49435294",2012,128,3,4,TRUE,"49435294",2.21578009673071,0.0174331638849987,0.0176589765147203,-0.0186014259505457,0.0220597180647323,0.0534677537205431,0.0132582349647083,26.8020296264639,32.579185520362
1435,6536,1435,0,29.7999992370605,19.6000003814697,12,1,5294,4943,4,27.5,0.59,26.91,29.690607573413,18,0.314999999999998,17.685,5294,4943,"49435294",2012,128,3,4,TRUE,"49435294",3.48839479142888,0.0174331638849987,0.0176589765147203,-0.0186014259505457,0.0220597180647323,0.0534677537205431,0.0132582349647083,26.8020296264639,32.579185520362
1435,6537,1435,0,21.8999996185303,18.2999992370605,12,1,5294,4943,4,27.5,0.59,26.91,29.690607573413,18,0.314999999999998,17.685,5294,4943,"49435294",2012,128,3,4,TRUE,"49435294",-1.39760077655405,0.0174331638849987,0.0176589765147203,-0.0186014259505457,0.0220597180647323,0.0534677537205431,0.0132582349647083,26.8020296264639,32.579185520362
1436,6553,1451,1,27.7999992370605,19.3999996185303,12,1,4975,4895,3,19,2.29,16.71,19.3030325907179,11,0.00999999999999979,10.99,5134,5107,"51075134",2012,132,2,3,TRUE,"48954975",1.95208908293341,0.198684822089153,-0.0362823805549629,0.341819842947808,-0.0843411484337509,0.0555498012304985,0.0117763873238251,6.95468903464686,31.651376146789
1436,6562,1436,0,21.7999992370605,16.2000007629395,12,1,NA,NA,3,19,2.29,16.71,19.3030325907179,11,0.00999999999999979,10.99,5134,5107,"51075134",2012,132,2,3,TRUE,"NANA",3.37116679219226,0.198684822089153,-0.0362823805549629,0.341819842947808,-0.0843411484337509,0.0555498012304985,0.0117763873238251,6.95468903464686,31.651376146789
1436,6552,1451,1,28.1000003814697,19,12,1,4975,4895,3,19,2.29,16.71,19.3030325907179,11,0.00999999999999979,10.99,5134,5107,"51075134",2012,132,2,3,TRUE,"48954975",3.17947438823547,0.198684822089153,-0.0362823805549629,0.341819842947808,-0.0843411484337509,0.0555498012304985,0.0117763873238251,6.95468903464686,31.651376146789
1437,6551,1437,0,17.7000007629395,17.7000007629395,12,1,5410,5466,3,21,2.59,18.41,18.0181296861917,7.5,-0.59,8.09,5410,5466,"54665410",2012,133,2,3,TRUE,"54665410",-4.20652560186411,0.122731815224571,-0.136394556061246,0.0896121586896871,-0.317240874693325,0.155851471759456,0.0444517625708338,14.1683778234086,21.8678815489749
1437,6564,1437,0,22.1000003814697,18.8999996185303,12,1,5410,4960,3,21,2.59,18.41,18.0181296861917,7.5,-0.59,8.09,5410,5466,"54665410",2012,133,2,3,TRUE,"49605410",-2.58867846601227,0.122731815224571,-0.136394556061246,0.0896121586896871,-0.317240874693325,0.155851471759456,0.0444517625708338,14.1683778234086,21.8678815489749
1437,6563,1437,0,26.2000007629395,19.5,12,1,5410,4960,3,21,2.59,18.41,18.0181296861917,7.5,-0.59,8.09,5410,5466,"54665410",2012,133,2,3,TRUE,"49605410",0.120243463060141,0.122731815224571,-0.136394556061246,0.0896121586896871,-0.317240874693325,0.155851471759456,0.0444517625708338,14.1683778234086,21.8678815489749
1439,6577,1438,1,21.7000007629395,17.8999996185303,12,1,4059,4768,3,15,1.8,13.2,28.3543725620302,10.5,1.675,8.825,4898,5048,"50484898",2012,135,2,5,TRUE,"47684059",-0.670215471252217,0.123923724617359,0.10984152226986,0.130973091514553,-0.0539052648362024,0.116874357720165,0.273588309375921,16.2977862199507,40.4109589041096
1439,6579,1438,1,23.7000007629395,17.7000007629395,12,1,NA,NA,3,15,1.8,13.2,28.3543725620302,10.5,1.675,8.825,4898,5048,"50484898",2012,135,2,5,TRUE,"NANA",1.79347439813589,0.123923724617359,0.10984152226986,0.130973091514553,-0.0539052648362024,0.116874357720165,0.273588309375921,16.2977862199507,40.4109589041096
1439,6580,1438,1,19,17.7000007629395,12,1,4059,4768,3,15,1.8,13.2,28.3543725620302,10.5,1.675,8.825,4898,5048,"50484898",2012,135,2,5,TRUE,"47684059",-2.90652636480361,0.123923724617359,0.10984152226986,0.130973091514553,-0.0539052648362024,0.116874357720165,0.273588309375921,16.2977862199507,40.4109589041096
1440,6566,1440,0,26.8999996185303,NA,12,1,5284,4943,2,16,1.02,14.98,25.6930312563432,11,2.675,8.325,5284,3764,"37645284",2012,134,3,2,TRUE,"49435284",NA,0.0698868329730918,0.277995183860191,-0.116778947499156,0.00573067470898507,0.256552613445339,0.550259693011398,26.9896203271717,24.3964421855146
1440,6567,1440,0,24.7999992370605,NA,12,1,5284,4745,2,16,1.02,14.98,25.6930312563432,11,2.675,8.325,5284,3764,"37645284",2012,134,3,2,TRUE,"47455284",NA,0.0698868329730918,0.277995183860191,-0.116778947499156,0.00573067470898507,0.256552613445339,0.550259693011398,26.9896203271717,24.3964421855146
1441,6561,1436,1,21,18.3999996185303,12,1,5134,5107,5,20,2.63,17.37,21.8822970210622,14,3.16,10.84,4663,5871,"58714663",2012,132,3,5,FALSE,"51075134",-2.52944754083684,0.153577271376498,0.262498317523826,0.224659851832174,0.308242881832214,0.0824946909208233,0.216753753215439,18.4510250569476,25.3135689851767
1441,6554,1451,1,26.1000003814697,19.6000003814697,12,1,4975,4895,5,20,2.63,17.37,21.8822970210622,14,3.16,10.84,4663,5871,"58714663",2012,132,3,5,FALSE,"48954975",-0.211604064161923,0.153577271376498,0.262498317523826,0.224659851832174,0.308242881832214,0.0824946909208233,0.216753753215439,18.4510250569476,25.3135689851767
1441,6559,1441,0,22.1000003814697,18.8999996185303,12,1,4663,5871,5,20,2.63,17.37,21.8822970210622,14,3.16,10.84,4663,5871,"58714663",2012,132,3,5,FALSE,"58714663",-2.58867846601227,0.153577271376498,0.262498317523826,0.224659851832174,0.308242881832214,0.0824946909208233,0.216753753215439,18.4510250569476,25.3135689851767
1441,6560,1436,1,18.7999992370605,17.8999996185303,12,1,5134,5107,5,20,2.63,17.37,21.8822970210622,14,3.16,10.84,4663,5871,"58714663",2012,132,3,5,FALSE,"51075134",-3.57021699713122,0.153577271376498,0.262498317523826,0.224659851832174,0.308242881832214,0.0824946909208233,0.216753753215439,18.4510250569476,25.3135689851767
1441,6558,1441,0,24.8999996185303,19.2000007629395,12,1,4663,5871,5,20,2.63,17.37,21.8822970210622,14,3.16,10.84,4663,5871,"58714663",2012,132,3,5,FALSE,"58714663",-0.48422066620869,0.153577271376498,0.262498317523826,0.224659851832174,0.308242881832214,0.0824946909208233,0.216753753215439,18.4510250569476,25.3135689851767
1442,6584,1443,1,25.5,18.7000007629395,11,1,5093,4900,4,16.5,-1.52,18.02,18.0341171089999,9,0.565,8.435,5025,4705,"47055025",2012,136,3,4,TRUE,"49005093",1.27501102190614,-0.116044847581671,0.010030985633874,-0.227655098095476,-0.0953101798043249,-0.00443459706786586,0.115372151072073,12.7272731196016,23.3409610983982
1442,6585,1443,1,23.5,17.5,11,1,5093,4682,4,16.5,-1.52,18.02,18.0341171089999,9,0.565,8.435,5025,4705,"47055025",2012,136,3,4,TRUE,"46825093",2.05716792670114,-0.116044847581671,0.010030985633874,-0.227655098095476,-0.0953101798043249,-0.00443459706786586,0.115372151072073,12.7272731196016,23.3409610983982
1442,6586,1443,1,17,16.7999992370605,11,1,5093,4682,4,16.5,-1.52,18.02,18.0341171089999,9,0.565,8.435,5025,4705,"47055025",2012,136,3,4,TRUE,"46825093",-2.81990647514898,-0.116044847581671,0.010030985633874,-0.227655098095476,-0.0953101798043249,-0.00443459706786586,0.115372151072073,12.7272731196016,23.3409610983982
1442,6592,1442,0,16.5,16,11,1,5025,4705,4,16.5,-1.52,18.02,18.0341171089999,9,0.565,8.435,5025,4705,"47055025",2012,136,3,4,TRUE,"47055025",-1.46513815336348,-0.116044847581671,0.010030985633874,-0.227655098095476,-0.0953101798043249,-0.00443459706786586,0.115372151072073,12.7272731196016,23.3409610983982
1443,6581,1442,1,26.5,18.7999992370605,11,1,5025,4705,3,14,0.68,13.32,22.3972034943691,9,1.11,7.89,5093,4682,"46825093",2012,136,3,4,TRUE,"47055025",2.04316829827052,0.0728479406999351,0.124692431259718,0.238069201530885,0.126086646174943,-0.0923733201310152,0.123298216344494,19.0607726772257,25.7336343115124
