ringnr;year;age;sex;birth_year;group;stay;recruits;survival;tars;wing;bill_d;bill_l;mass;cond;selected;selection_status;selection_status_cat2;selected_mother;selected_father
8857098;2003;1;f;2002;Small;1;0;0;18.6;77;8;13.1;29.4;-0.027581;1;0.5;intermediate;0;1
8857302;2003;1;f;2002;Small;0;0;0;19.6;79;8.2;13.1;28.3;-0.089764;0;0.5;intermediate;0;1
8857304;2003;1;f;2002;Small;1;0;0;18.9;80;8.3;13.7;29.6;-0.02815;1;0.5;intermediate;1;0
8857309;2003;1;f;2002;Small;0;0;0;20.2;80;8.3;14.1;31.2;-0.006055;0;0;unselected;0;0
8857311;2003;1;f;2002;Small;0;0;0;19.8;80;8.4;13.7;33.1;0.062245;0;1;selected;1;1
8857313;2003;1;f;2002;Small;1;3;0;17.9;76;7.5;12.8;29.7;0.000188;1;0;unselected;0;0
8857318;2003;1;f;2002;Small;1;4;1;18.8;77;7.8;13;29.6;-0.025713;1;0.5;intermediate;1;0
8857318;2004;2;f;2002;Small;0;0;0;18.8;77;7.8;13;29.6;-0.025713;0;0.5;intermediate;1;0
8857319;2003;1;f;2002;Small;0;0;0;19.9;78;8.4;13.6;34.4;0.098455;0;1;selected;1;1
8857321;2003;1;f;2002;Small;0;0;0;20.2;77;8.2;12.9;32;0.019263;0;1;selected;1;1
8857323;2003;1;f;2002;Small;0;0;0;20.3;80;8;13.6;28.6;-0.095334;0;0;unselected;0;0
8857326;2003;1;f;2002;Small;1;3;1;19.1;77;8.2;13.8;33.2;0.081792;1;0.5;intermediate;0;1
8857326;2004;2;f;2002;Small;0;0;0;19.1;77;8.2;13.8;33.2;0.081792;0;0.5;intermediate;0;1
8857327;2003;1;f;2002;Small;1;0;1;18.8;78;8.2;13;31.8;0.045979;1;0;unselected;0;0
8857327;2004;2;f;2002;Small;1;0;0;18.8;78;8.2;13;31.8;0.045979;1;0;unselected;0;0
8857330;2003;1;f;2002;Small;0;0;0;20.6;82;7.8;13.9;29.4;-0.074483;0;0;unselected;0;0
8857344;2003;1;f;2002;Small;0;0;0;19.6;80;7.9;13.1;29.8;-0.038117;0;0;unselected;0;0
8857345;2003;1;f;2002;Small;0;0;0;20.9;77;8.3;14.1;30.7;-0.037855;0;0;unselected;0;0
8857362;2004;2;f;2002;Small;1;0;1;18.7;78;8.1;13.8;30.8;0.016476;1;1;selected;1;1
8857362;2005;2;f;2002;Small;1;2;0;18.7;78;8.1;13.8;30.8;0.016476;1;1;selected;1;1
8857365;2003;1;f;2002;Small;0;0;0;20.6;79;8.2;14;32.2;0.016488;0;0;unselected;0;0
8857367;2003;1;f;2002;Small;0;0;0;20.2;80;8.2;13.9;33;0.056455;1;0;unselected;0;0
8857369;2003;1;f;2002;Small;0;0;0;19.5;79;8.1;13.5;34.2;0.101949;0;0.5;intermediate;0;1
8857373;2003;1;f;2002;Small;1;4;1;17.4;76;7.8;12.9;28.2;-0.038627;1;0.5;intermediate;1;0
8857373;2004;2;f;2002;Small;1;0;0;17.4;76;7.8;12.9;28.2;-0.038627;1;0.5;intermediate;1;0
8857374;2003;1;f;2002;Small;0;0;0;20;80;8.3;13.6;27.4;-0.13136;0;0;unselected;0;0
8857382;2003;1;f;2002;Small;0;0;0;20;81;8;13.6;29.4;-0.060909;0;0;unselected;0;0
8857388;2004;2;f;2002;Small;1;0;1;18.8;80;8.2;13.3;30.6;0.007512;1;0.5;intermediate;1;0
8857388;2005;2;f;2002;Small;1;2;0;18.8;80;8.2;13.3;30.6;0.007512;1;0.5;intermediate;1;0
8857392;2004;2;f;2002;Small;0;0;0;19.1;79;7.8;13.3;30.6;0.000242;0;0.5;intermediate;1;0
8857393;2004;2;f;2002;Small;1;0;1;19;79;8;14.3;34.9;0.134139;1;0.5;intermediate;1;0
8857393;2005;2;f;2002;Small;0;0;0;19;79;8;14.3;34.9;0.134139;0;0.5;intermediate;1;0
8857395;2003;1;f;2002;Small;0;0;0;20;79;8.3;13.9;31.6;0.011254;0;0;unselected;0;0
8857475;2002;1;f;2001;Small;0;0;0;19.3;79;7.9;13.7;30.5;-0.007815;0;0;unselected;0;0
8857487;2002;1;f;2001;Small;0;0;0;19.2;79;8.3;13.6;30.4;-0.008714;0;0;unselected;0;0
8857489;2002;1;f;2001;Small;0;0;0;19.3;79;7.5;14;28.5;-0.075638;0;0;unselected;0;0
8857500;2002;1;f;2001;Small;1;4;0;19.1;81;8.3;13.6;29;-0.053462;1;0;unselected;0;0
8857802;2002;1;f;2001;Small;0;0;0;19.3;79;8.2;14.5;29.9;-0.027684;0;0;unselected;0;0
8857804;2002;1;f;2001;Small;0;0;0;19.2;76;7.8;13.3;28.7;-0.066259;0;0;unselected;0;0
8857805;2002;1;f;2001;Small;1;3;0;18.1;77;7.7;13.7;27.1;-0.096528;1;0;unselected;0;0
8857806;2002;1;f;2001;Small;1;8;1;18.4;79;7.8;13.6;29.5;-0.019221;1;0;unselected;0;0
8857806;2003;2;f;2001;Small;1;4;1;18.4;79;7.8;13.6;29.5;-0.019221;1;0;unselected;0;0
8857806;2004;2;f;2001;Small;1;0;0;18.4;79;7.8;13.6;29.5;-0.019221;1;0;unselected;0;0
8857812;2003;2;f;2001;Small;1;2;0;18.8;78;8.1;13.4;28.9;-0.049646;1;0;unselected;0;0
8857813;2004;2;f;2001;Small;0;0;0;19.1;76;8.3;12.7;31.3;0.02286;0;0;unselected;0;0
8857840;2002;1;f;2001;Small;0;0;0;20;78;8.1;13.8;30.1;-0.037378;0;0;unselected;0;0
8857842;2002;1;f;2001;Small;1;2;1;18.6;78;7.9;12.9;28.6;-0.055169;1;0;unselected;0;0
8857842;2003;2;f;2001;Small;1;0;0;18.6;78;7.9;12.9;28.6;-0.055169;1;0;unselected;0;0
8857843;2002;1;f;2001;Small;1;7;1;18.9;77;7.9;13.1;30.2;-0.008082;1;0;unselected;0;0
8857843;2003;2;f;2001;Small;1;1;1;18.9;77;7.9;13.1;30.2;-0.008082;1;0;unselected;0;0
8857843;2004;2;f;2001;Small;1;0;0;18.9;77;7.9;13.1;30.2;-0.008082;1;0;unselected;0;0
8857848;2002;1;f;2001;Small;0;0;0;20.2;78;8.1;12.6;28.6;-0.093066;0;0;unselected;0;0
8857851;2002;1;f;2001;Small;1;0;1;18.8;75;8;13.6;27.3;-0.106601;1;0;unselected;0;0
8857851;2003;2;f;2001;Small;1;1;0;18.8;75;8;13.6;27.3;-0.106601;1;0;unselected;0;0
8857853;2002;1;f;2001;Small;1;2;1;19.2;80;8.2;13.4;29.1;-0.052418;1;0;unselected;0;0
8857853;2003;2;f;2001;Small;0;0;0;19.2;80;8.2;13.4;29.1;-0.052418;0;0;unselected;0;0
8857855;2002;1;f;2001;Small;1;1;0;18.4;78;8.1;13.9;29.6;-0.015837;1;0;unselected;0;0
8857866;2002;1;f;2001;Small;1;9;1;18.5;76;8.1;13.7;28.7;-0.049203;1;0;unselected;0;0
8857866;2003;2;f;2001;Small;1;0;1;18.5;76;8.1;13.7;28.7;-0.049203;1;0;unselected;0;0
8857866;2004;2;f;2001;Small;1;0;0;18.5;76;8.1;13.7;28.7;-0.049203;1;0;unselected;0;0
8857867;2002;1;f;2001;Small;1;3;0;18.2;78;7.7;13;27.5;-0.084406;1;0;unselected;0;0
8857868;2002;1;f;2001;Small;0;0;0;19.4;80;8.3;13.5;28.8;-0.06754;0;0;unselected;0;0
8857869;2002;1;f;2001;Small;1;1;1;18.8;78;7.9;13.1;29.1;-0.04275;1;0;unselected;0;0
8857869;2004;2;f;2001;Small;1;0;0;18.8;78;7.9;13.1;29.1;-0.04275;1;0;unselected;0;0
8857872;2002;1;f;2001;Small;1;2;1;18.6;77;7.9;12.7;27.9;-0.079949;1;0;unselected;0;0
8857872;2003;2;f;2001;Small;1;0;0;18.6;77;7.9;12.7;27.9;-0.079949;1;0;unselected;0;0
8857873;2002;1;f;2001;Small;0;0;0;19.1;76;8.1;13.3;28.5;-0.070854;0;0;unselected;0;0
8857876;2002;1;f;2001;Small;1;3;0;18.8;76;8.2;13.3;30.6;0.007512;1;0;unselected;0;0
8857878;2002;1;f;2001;Small;1;4;1;18.3;80;7.8;13.1;28.3;-0.058247;1;0;unselected;0;0
8857878;2003;2;f;2001;Small;1;1;0;18.3;80;7.8;13.1;28.3;-0.058247;1;0;unselected;0;0
8857880;2002;1;f;2001;Small;1;3;1;18.7;80;8;13;26.1;-0.149103;1;0;unselected;0;0
8857880;2003;2;f;2001;Small;1;0;0;18.7;80;8;13;26.1;-0.149103;1;0;unselected;0;0
8857881;2003;2;f;2001;Small;1;1;1;17.8;78;7.8;13.2;26.9;-0.09626;1;0;unselected;0;0
8857881;2004;2;f;2001;Small;1;0;0;17.8;78;7.8;13.2;26.9;-0.09626;1;0;unselected;0;0
8857883;2002;1;f;2001;Small;0;0;0;20.2;82;8.1;14.5;32.9;0.047;0;0;unselected;0;0
8857885;2002;1;f;2001;Small;0;0;0;20.2;79;8.5;13.9;32.3;0.028594;0;0;unselected;0;0
8857886;2002;1;f;2001;Small;0;0;0;19.9;79;8.2;13.5;28.3;-0.09674;0;0;unselected;0;0
8857888;2002;1;f;2001;Small;1;4;0;18.6;77;7.8;12.9;28.3;-0.065714;1;0;unselected;0;0
8857889;2002;1;f;2001;Small;0;0;0;19.8;77;8.4;13.3;30.4;-0.022845;0;0;unselected;0;0
8857892;2002;1;f;2001;Small;1;1;1;18.2;76;8;13.5;27.2;-0.095375;1;0;unselected;0;0
8857892;2004;2;f;2001;Small;1;0;0;18.2;76;8;13.5;27.2;-0.095375;1;0;unselected;0;0
8857898;2002;1;f;2001;Small;1;4;0;19;79;8.2;13.8;27.7;-0.096915;1;0;unselected;0;0
8857900;2002;1;f;2001;Small;0;0;0;19.8;84;8.5;13.5;32.6;0.047024;0;0;unselected;0;0
8857903;2002;1;f;2001;Small;1;4;1;18.6;78;8.4;13.5;31.4;0.038232;1;0;unselected;0;0
8857903;2003;2;f;2001;Small;1;0;0;18.6;78;8.4;13.5;31.4;0.038232;1;0;unselected;0;0
8857908;2002;1;f;2001;Small;0;0;0;20.1;81;7.9;13.1;28.9;-0.080352;0;0;unselected;0;0
8857910;2002;1;f;2001;Small;0;0;0;19.3;78;8.4;13;29.3;-0.047954;0;0;unselected;0;0
8857912;2002;1;f;2001;Small;1;5;1;17.7;80;7.8;13.2;29.9;0.012059;1;0;unselected;0;0
8857912;2003;2;f;2001;Small;1;1;0;17.7;80;7.8;13.2;29.9;0.012059;1;0;unselected;0;0
8857913;2002;1;f;2001;Small;0;0;0;19.4;80;8.1;13.7;31.1;0.009292;0;0;unselected;0;0
8857916;2002;1;f;2001;Small;1;0;0;18.2;78;8.5;12.9;30.5;0.019134;1;0;unselected;0;0
8857918;2002;1;f;2001;Small;1;2;1;18.8;81;8.1;14.3;29.4;-0.032493;1;0;unselected;0;0
8857918;2003;2;f;2001;Small;1;2;0;18.8;81;8.1;14.3;29.4;-0.032493;1;0;unselected;0;0
8857920;2002;1;f;2001;Small;0;0;0;19.2;76;8.3;12.7;31;0.010831;0;0;unselected;0;0
8857929;2002;1;f;2001;Small;1;1;1;18.7;75;8.3;13.2;29.2;-0.03687;1;0;unselected;0;0
8857929;2003;2;f;2001;Small;1;4;1;18.7;75;8.3;13.2;29.2;-0.03687;1;0;unselected;0;0
8857929;2004;2;f;2001;Small;1;2;1;18.7;75;8.3;13.2;29.2;-0.03687;1;0;unselected;0;0
8857929;2005;2;f;2001;Small;1;2;1;18.7;75;8.3;13.2;29.2;-0.03687;1;0;unselected;0;0
8857929;2006;2;f;2001;Small;1;0;0;18.7;75;8.3;13.2;29.2;-0.03687;1;0;unselected;0;0
8857930;2002;1;f;2001;Small;0;0;0;19.9;78;7.8;13.5;32.9;0.053871;0;0;unselected;0;0
8857931;2002;1;f;2001;Small;0;0;0;19.5;82;8.3;13.7;28.6;-0.07687;0;0;unselected;0;0
8857968;2004;2;f;2002;Small;1;1;0;18.8;78;7.9;13.8;30.5;0.004239;1;1;selected;1;1
8857976;2003;1;f;2002;Small;0;0;0;19.2;78;7.8;13.6;29.4;-0.042162;0;0.5;intermediate;0;1
8857997;2003;1;m;2002;Small;1;1;0;19.2;79;7.8;13.3;30.4;-0.015309;1;1;selected;1;1
8866607;2003;1;f;2002;Small;0;0;0;19.6;79;8.2;13.9;28.6;-0.079219;0;0.5;intermediate;0;1
8866610;2003;1;f;2002;Small;1;0;1;18;80;7.7;13.2;30;0.00768;1;0.5;intermediate;0;1
8866610;2004;2;f;2002;Small;1;0;0;18;80;7.7;13.2;30;0.00768;1;0.5;intermediate;0;1
8866628;2003;1;f;2002;Small;0;0;0;20.2;76;8.1;14.1;30;-0.045276;0;0.5;intermediate;0;1
8866648;2003;1;f;2002;Small;0;0;0;19.6;80;8;13.6;31.2;0.007793;0;1;selected;1;1
8866656;2003;1;f;2002;Small;1;0;0;18.4;76;8.8;14;31.6;0.049546;1;1;selected;1;1
8866802;2003;1;f;2002;Small;1;2;1;18.5;80;7.8;13.3;32.4;0.072058;1;1;selected;1;1
8866802;2004;2;f;2002;Small;1;0;0;18.5;80;7.8;13.3;32.4;0.072058;1;1;selected;1;1
8866818;2003;1;f;2002;Small;0;0;0;20.1;77;8;12.7;34.4;0.093863;0;1;selected;1;1
8866819;2004;2;f;2002;Small;0;0;0;19.4;78;7.8;13.2;27.6;-0.1101;0;1;selected;1;1
8866822;2003;1;f;2002;Small;1;0;1;18.1;79;8.1;13.8;30.5;0.021665;1;1;selected;1;1
8866822;2005;2;f;2002;Small;1;7;1;18.1;79;8.1;13.8;30.5;0.021665;1;1;selected;1;1
8866822;2006;2;f;2002;Small;1;2;0;18.1;79;8.1;13.8;30.5;0.021665;1;1;selected;1;1
8866824;2003;1;f;2002;Small;1;1;0;17.9;78;8.1;12.9;27.9;-0.062333;1;0.5;intermediate;1;0
8866828;2003;1;f;2002;Small;0;0;0;20.4;82;8.6;14.4;32.4;0.027161;0;0.5;intermediate;0;1
8866837;2003;1;f;2002;Small;0;0;0;19.2;78;7.9;13;28.3;-0.080295;0;0.5;intermediate;0;1
8866838;2003;1;f;2002;Small;0;0;0;19.2;81;8.2;13.9;28.9;-0.059315;0;0.5;intermediate;0;1
8866851;2003;1;f;2002;Small;0;0;0;20.3;78;8.2;13.9;27.9;-0.120114;0;0;unselected;0;0
8866868;2003;2;f;2001;Small;0;0;0;19.9;81;8.4;15.2;28.8;-0.079226;0;0;unselected;0;0
8866896;2003;1;f;2002;Small;0;0;0;20.3;77;8.6;14.4;31.2;-0.008323;0;1;selected;1;1
8866897;2003;1;f;2002;Small;0;0;0;19.8;79;8.6;14.1;33;0.05922;0;1;selected;1;1
8866899;2003;1;f;2002;Small;0;0;0;19.5;76;8.2;14.2;30.1;-0.025751;0;1;selected;1;1
8866900;2003;1;f;2002;Small;0;0;0;20.5;79;8.2;14.8;29.9;-0.055385;0;1;selected;1;1
8866992;2003;1;f;2002;Small;0;0;0;20.2;81;8.5;14.7;30.6;-0.025473;0;1;selected;1;1
8866999;2004;2;f;2002;Small;0;0;0;19.9;81;8.2;14.3;31.4;0.007206;0;0.5;intermediate;1;0
8887002;2003;1;f;2002;Small;1;1;1;19;79;8.1;12.4;31.2;0.022071;1;0.5;intermediate;1;0
8887002;2004;2;f;2002;Small;0;0;0;19;79;8.1;12.4;31.2;0.022071;0;0.5;intermediate;1;0
8887005;2003;2;f;2001;Small;0;0;0;19.1;81;8;13.1;31.1;0.01645;0;0;unselected;0;0
8887033;2004;2;f;2002;Small;0;0;0;20.9;79;8.4;14.1;33.6;0.052408;0;0.5;intermediate;1;0
8887110;2003;1;f;2002;Small;0;0;0;19.1;77;8.3;12.8;28.1;-0.084989;0;1;selected;1;1
8887164;2004;1;f;2003;Small;0;0;0;19.2;78;8;13.2;29.7;-0.032009;0;0.5;intermediate;0;1
8887166;2004;1;f;2003;Small;0;0;0;19.3;79;8.3;14;32.7;0.061833;0;0;unselected;0;0
8887168;2004;1;f;2003;Small;0;0;0;20.1;78;7.4;12;28.5;-0.09429;0;0.5;intermediate;1;0
8887169;2004;1;f;2003;Small;1;0;1;18.5;77;8;13.4;29.2;-0.031932;1;0;unselected;0;0
8887169;2005;2;f;2003;Small;1;5;0;18.5;77;8;13.4;29.2;-0.031932;1;0;unselected;0;0
8887170;2004;1;f;2003;Small;0;0;0;20.5;80;8.3;14.2;32.6;0.031069;0;0.5;intermediate;1;0
8887171;2004;1;f;2003;Small;0;0;0;19.9;79;7.9;14.1;31.6;0.013556;0;1;selected;1;1
8887172;2004;1;f;2003;Small;0;0;0;19.2;81;8;14.1;32;0.04258;0;0.5;intermediate;1;0
8887173;2004;1;f;2003;Small;1;0;0;18.4;76;8;13.1;30.6;0.017389;1;0;unselected;0;0
8887176;2004;1;f;2003;Small;0;0;0;20.6;80;8;14.1;30.9;-0.024722;0;0.5;intermediate;1;0
8887177;2004;1;f;2003;Small;0;0;0;20.1;77;7.9;14;30.8;-0.016679;0;0;unselected;0;0
8887179;2004;1;f;2003;Small;0;0;0;19.6;81;8.3;13.7;31.5;0.017362;0;0.5;intermediate;1;0
8887181;2004;1;f;2003;Small;1;1;0;18;80;8.4;13.6;30.7;0.030745;1;0.5;intermediate;1;0
8887183;2004;1;f;2003;Small;0;0;0;19.6;79;8;13.3;32.4;0.045533;0;0;unselected;0;0
8887184;2004;1;f;2003;Small;0;0;0;19.6;80;7.8;13.9;33.3;0.072932;0;0;unselected;0;0
8887188;2004;1;f;2003;Small;1;0;0;18.7;80;7.9;13.1;29.4;-0.030044;1;0;unselected;0;0
8887190;2004;1;f;2003;Small;0;0;0;19.8;81;7.9;13.7;28.6;-0.083881;0;0;unselected;0;0
8887191;2004;1;f;2003;Small;0;0;0;20.2;78;8.1;13.6;29.9;-0.048615;0;1;selected;1;1
8887192;2004;1;f;2003;Small;0;0;0;19.1;76;8;13.6;30.4;-0.006316;0;0.5;intermediate;1;0
8887193;2004;1;f;2003;Small;1;0;0;18.4;79;7.6;13.4;29.8;-0.009103;1;0.5;intermediate;0;1
8887194;2004;1;f;2003;Small;0;0;0;19.3;80;8.2;14.1;34.8;0.138391;1;0;unselected;0;0
8887196;2004;1;f;2003;Small;0;0;0;20;81;8.2;14.6;32.2;0.030063;0;0;unselected;0;0
8887197;2004;1;f;2003;Small;0;0;0;20.1;78;8.3;14;29.3;-0.066606;0;0;unselected;0;0
8887198;2004;1;f;2003;Small;0;0;0;19.7;77;8.2;13.1;30.6;-0.013963;0;0.5;intermediate;1;0
8887199;2004;1;f;2003;Small;0;0;0;19.2;79;8;13;31.5;0.026831;0;0;unselected;0;0
8887200;2004;1;f;2003;Small;0;0;0;20.3;79;7.7;13.3;29.2;-0.074572;0;0.5;intermediate;0;1
8904365;2003;1;f;2002;Small;1;3;1;18.6;80;7.7;13;32.9;0.084897;1;0.5;intermediate;0;1
8904365;2004;2;f;2002;Small;1;1;0;18.6;80;7.7;13;32.9;0.084897;1;0.5;intermediate;0;1
8904366;2003;1;f;2002;Small;1;0;1;19.1;78;8.1;13.1;29.1;-0.05002;1;1;selected;1;1
8904366;2004;2;f;2002;Small;0;0;0;19.1;78;8.1;13.1;29.1;-0.05002;0;1;selected;1;1
8904370;2003;1;f;2002;Small;1;1;1;18.4;78;7.6;13.4;26.7;-0.118948;1;1;selected;1;1
8904370;2005;2;f;2002;Small;1;0;0;18.4;78;7.6;13.4;26.7;-0.118948;1;1;selected;1;1
8904374;2003;1;f;2002;Small;0;0;0;19.3;78;8.3;14.2;28.9;-0.0617;0;0;unselected;0;0
8904376;2003;1;f;2002;Small;0;0;0;19.4;79;8;13.9;34.2;0.10431;0;0;unselected;0;0
8904378;2003;1;f;2002;Small;0;0;0;19.8;81;7.5;14.4;29.1;-0.06655;0;0.5;intermediate;0;1
8904464;2003;1;f;2002;Small;1;1;0;19;77;7.9;12.6;30.7;0.005915;1;0.5;intermediate;1;0
8904467;2003;1;f;2002;Small;1;0;0;19;79;8;14.2;28.4;-0.071958;1;0.5;intermediate;1;0
8904469;2003;1;f;2002;Small;1;1;1;19.7;79;8.2;13.7;34.7;0.111777;1;0.5;intermediate;1;0
8904469;2004;2;f;2002;Small;0;0;0;19.7;79;8.2;13.7;34.7;0.111777;0;0.5;intermediate;1;0
8904470;2003;1;f;2002;Small;1;4;1;19.1;80;8;13;31.5;0.029229;1;0;unselected;0;0
8904470;2004;2;f;2002;Small;0;0;0;19.1;80;8;13;31.5;0.029229;0;0;unselected;0;0
8904472;2003;1;f;2002;Small;1;5;1;18;80;8.2;14.2;29.8;0.000991;1;0;unselected;0;0
8904472;2005;2;f;2002;Small;1;0;1;18;80;8.2;14.2;29.8;0.000991;1;0;unselected;0;0
8904472;2006;2;f;2002;Small;1;0;0;18;80;8.2;14.2;29.8;0.000991;1;0;unselected;0;0
8904474;2003;1;f;2002;Small;0;0;0;19.4;80;8.3;14.6;31.3;0.015703;0;0.5;intermediate;0;1
8904476;2003;1;f;2002;Small;0;0;0;20.3;82;8.5;13.6;34.3;0.086405;0;0;unselected;0;0
8904477;2003;1;f;2002;Small;1;2;1;18.5;80;8;12.5;28.6;-0.052694;1;0;unselected;0;0
8904477;2004;2;f;2002;Small;1;1;0;18.5;80;8;12.5;28.6;-0.052694;1;0;unselected;0;0
8904478;2003;1;f;2002;Small;0;0;0;19.8;78;7.8;14.1;31.6;0.015869;0;0;unselected;0;0
8904481;2003;1;f;2002;Small;1;2;0;18.8;79;8.1;14;28.8;-0.053112;1;0.5;intermediate;1;0
8904482;2003;1;f;2002;Small;1;3;0;18.9;81;8.1;13.3;27.3;-0.109037;1;0;unselected;0;0
8904484;2003;1;f;2002;Small;1;2;0;18.9;77;8.3;13.1;32.2;0.056042;1;0;unselected;0;0
8904486;2003;1;f;2002;Small;1;2;1;18.6;81;7.7;13.1;29.4;-0.027581;1;0.5;intermediate;1;0
8904489;2003;1;f;2002;Small;0;0;0;19.2;80;8.3;13.6;28.5;-0.073252;0;1;selected;1;1
8904490;2003;1;f;2002;Small;0;0;0;19.4;80;7.8;14.2;30;-0.026718;0;0.5;intermediate;1;0
8904492;2003;1;f;2002;Small;0;0;0;19.2;77;8.3;13.5;31.3;0.020462;0;0.5;intermediate;1;0
8904496;2003;1;f;2002;Small;1;1;0;19.1;80;8.2;14.3;27.9;-0.092132;1;0;unselected;0;0
8904497;2003;1;f;2002;Small;0;0;0;19.2;80;8.4;13.4;28.3;-0.080295;0;0.5;intermediate;0;1
8904498;2003;1;f;2002;Small;0;0;0;19.7;79;7.7;13.5;30.4;-0.02052;0;0;unselected;0;0
8904589;2003;1;f;2002;Small;1;1;1;17.7;77;8.2;13.6;29.2;-0.01163;1;0;unselected;0;0
8904589;2005;2;f;2002;Small;1;1;1;17.7;77;8.2;13.6;29.2;-0.01163;1;0;unselected;0;0
8904589;2006;2;f;2002;Small;1;0;0;17.7;77;8.2;13.6;29.2;-0.01163;1;0;unselected;0;0
8904595;2003;1;f;2002;Small;0;0;0;19.4;81;7.8;13.2;30;-0.026718;0;0;unselected;0;0
8904596;2003;1;f;2002;Small;1;1;1;18.9;79;8;13.3;31.7;0.040393;1;1;selected;1;1
8904596;2004;2;f;2002;Small;0;0;0;18.9;79;8;13.3;31.7;0.040393;0;1;selected;1;1
8904598;2003;1;f;2002;Small;1;2;0;17.9;77;8.2;13.3;31.2;0.049459;1;0.5;intermediate;1;0
8904602;2004;2;f;2002;Small;0;0;0;19.7;78;8.2;13.2;29.5;-0.050572;0;0;unselected;0;0
8904612;2003;1;f;2002;Small;0;0;0;20.7;80;8.2;13.7;34.1;0.071595;0;1;selected;1;1
8904618;2003;1;f;2002;Small;0;0;0;19.5;80;8.2;12.9;27.7;-0.108844;0;0.5;intermediate;1;0
8904627;2004;2;f;2002;Small;0;0;0;19.7;77;7.7;12;30.9;-0.004206;0;0;unselected;0;0
8904685;2004;1;f;2003;Small;0;0;0;19.4;78;7.8;12.9;30.4;-0.013473;0;1;selected;1;1
8904688;2004;1;f;2003;Small;0;0;0;19.3;76;7.9;14.1;28.4;-0.079153;0;1;selected;1;1
8904710;2005;2;f;2002;Small;0;0;0;18.8;78;8;13.7;29.6;-0.025713;0;0;unselected;0;0
8904711;2004;2;f;2002;Small;1;0;1;18.8;80;7.9;14;28.6;-0.060081;1;0.5;intermediate;1;0
8904716;2004;2;f;2002;Small;1;0;1;18.4;78;8.2;13.5;29.3;-0.026024;1;0.5;intermediate;1;0
8904716;2005;2;f;2002;Small;1;0;0;18.4;78;8.2;13.5;29.3;-0.026024;1;0.5;intermediate;1;0
8904731;2004;2;f;2002;Small;1;1;1;18.5;79;8.5;13.9;31.1;0.031107;1;0.5;intermediate;1;0
8904731;2005;2;f;2002;Small;1;0;1;18.5;79;8.5;13.9;31.1;0.031107;1;0.5;intermediate;1;0
8904744;2004;2;f;2002;Small;1;0;1;18.5;79;8.1;13;31.1;0.031107;1;0;unselected;0;0
8904744;2005;2;f;2002;Small;1;1;0;18.5;79;8.1;13;31.1;0.031107;1;0;unselected;0;0
8904749;2004;2;f;2002;Small;1;2;1;19.2;79;7.9;13.8;30.1;-0.018631;1;0.5;intermediate;0;1
8904749;2005;2;f;2002;Small;0;0;0;19.2;79;7.9;13.8;30.1;-0.018631;0;0.5;intermediate;0;1
8904771;2003;1;f;2002;Small;0;0;0;19.6;79;8.4;14;30.8;-0.005111;0;0.5;intermediate;1;0
8904773;2004;1;f;2003;Small;1;0;0;18.1;77;7.5;13.6;29.1;-0.025324;1;1;selected;1;1
8904778;2004;1;f;2003;Small;1;1;0;18.7;79;8.4;13.6;31.4;0.035769;1;1;selected;1;1
8904787;2004;1;f;2003;Small;0;0;0;19.7;79;7.9;13.4;27.8;-0.109927;0;0.5;intermediate;0;1
8904788;2004;1;f;2003;Small;1;0;0;17.5;77;8.7;14;28.5;-0.030676;1;1;selected;1;1
8904790;2008;2;f;2003;Small;1;5;0;19.6;81;8.4;14.3;29;-0.06533;0;1;selected;1;1
8934008;2005;2;f;2003;Small;0;0;0;19.4;77;7.9;13.8;29.9;-0.030057;0;0.5;intermediate;1;0
8934101;2004;1;f;2003;Small;1;0;0;17.4;79;8;13.2;29.4;0.003046;1;0.75;intermediate;1;0
8934103;2004;1;f;2003;Small;1;0;0;19.1;79;7.9;13.9;30.9;0.009998;1;0.75;intermediate;0;1
8934105;2005;2;f;2003;Small;0;0;0;20.6;80;8.3;13.3;35.9;0.125259;0;0.75;intermediate;0;1
8934108;2004;1;f;2003;Small;0;0;0;18.9;80;8.4;14.3;31.4;0.030884;0;0.5;intermediate;1;0
8934124;2004;1;f;2003;Small;0;0;0;19.5;80;8.5;14.4;33.6;0.08425;0;1;selected;1;1
8934129;2004;1;f;2003;Small;0;0;0;19.9;80;8;14.2;33.4;0.068954;0;0.75;intermediate;0;1
8934130;2004;2;f;2002;Small;0;0;0;19.3;80;7.8;13.1;32.4;0.052616;0;0;unselected;0;0
8934135;2004;1;f;2003;Small;0;0;0;19.5;80;7.9;14.5;28.7;-0.073379;0;1;selected;1;1
8934139;2004;1;f;2003;Small;0;0;0;20.1;80;8;13.7;31.3;-0.000576;0;0;unselected;0;0
8934141;2004;1;f;2003;Small;0;0;0;19.7;78;8;13.1;32.1;0.033893;0;0;unselected;0;0
8934142;2004;1;f;2003;Small;1;0;0;17.2;77;7.5;12.6;30.9;0.058117;1;1;selected;1;1
8934154;2004;1;f;2003;Small;0;0;0;20.3;78;8;14.1;31.7;0.007576;0;0.5;intermediate;0;1
8934160;2004;1;f;2003;Small;1;1;1;17.9;79;8;13.4;31.8;0.068507;1;1;selected;1;1
8934160;2005;2;f;2003;Small;1;0;1;17.9;79;8;13.4;31.8;0.068507;1;1;selected;1;1
8934163;2005;2;f;2003;Small;1;5;1;18;79;7.9;13.6;30.4;0.020925;1;1;selected;1;1
