"nestlingID","nestID","year","age","hatchdate","hatchsize","fledgedate","fledgesize","mass","tarsus","ninprim","year2"
"1981-NES7 nestling 4","1981-NES7",1981,15,153,5,174,5,22,,,0.4
"1981-NES7 nestling 5","1981-NES7",1981,15,153,5,174,5,23,,,0.4
"1998-SPB2 nestling 1","1998-SPB2",1998,15,161,4,182,3,22,14.34,,2.1
"1998-SPB2 nestling 2","1998-SPB2",1998,15,161,4,182,3,21,14.84,,2.1
"1998-SPB2 nestling 3","1998-SPB2",1998,15,161,4,182,3,22.5,14.22,,2.1
"1992-LS1 nestling 1","1992-LS1",1992,12,153,7,173,7,20.5,,26,1.5
"1992-LS1 nestling 2","1992-LS1",1992,12,153,7,173,7,23,,26,1.5
"1992-LS1 nestling 3","1992-LS1",1992,12,153,7,173,7,23,,29,1.5
"1992-LS1 nestling 4","1992-LS1",1992,12,153,7,173,7,18.5,,19,1.5
"1992-LS1 nestling 5","1992-LS1",1992,12,153,7,173,7,17,,18,1.5
"1992-LS1 nestling 6","1992-LS1",1992,12,153,7,173,7,20.5,,29,1.5
"1992-LS1 nestling 7","1992-LS1",1992,12,153,7,173,7,22,,26,1.5
"1982-NES25 nestling 1","1982-NES25",1982,12,160,6,127,2,16.5,,,0.5
"1982-NES25 nestling 1","1982-NES25",1982,15,160,6,127,2,14.5,,,0.5
"1985-NES28 nestling 1","1985-NES28",1985,15,149,5,,5,25,,,0.8
"2005-OR12 nestling 1","2005-OR12",2005,10,,1,,,19.75,12,34,2.8
"1996-BL10 nestling 1","1996-BL10",1996,15,158,6,178,6,20.3,14.72,49,1.9
"1985-NES28 nestling 2","1985-NES28",1985,15,149,5,,5,24,,,0.8
"1996-BL10 nestling 2","1996-BL10",1996,15,158,6,178,6,23.2,15.44,48,1.9
"1982-NES25 nestling 3","1982-NES25",1982,12,160,6,127,2,16.5,,,0.5
"1982-NES25 nestling 3","1982-NES25",1982,15,160,6,127,2,18,,,0.5
"1985-NES28 nestling 3","1985-NES28",1985,15,149,5,,5,22,,,0.8
"1996-BL10 nestling 3","1996-BL10",1996,15,158,6,178,6,23.1,15.23,42,1.9
"1982-NES25 nestling 4","1982-NES25",1982,12,160,6,127,2,16,,,0.5
"1982-NES25 nestling 4","1982-NES25",1982,15,160,6,127,2,14,,,0.5
"1985-NES28 nestling 4","1985-NES28",1985,15,149,5,,5,22,,,0.8
"1996-BL10 nestling 4","1996-BL10",1996,15,158,6,178,6,22.6,15.29,49,1.9
"1982-NES25 nestling 5","1982-NES25",1982,12,160,6,127,2,15,,,0.5
"1982-NES25 nestling 5","1982-NES25",1982,15,160,6,127,2,14.5,,,0.5
"1985-NES28 nestling 5","1985-NES28",1985,15,149,5,,5,23.5,,,0.8
"1996-BL10 nestling 5","1996-BL10",1996,15,158,6,178,6,22.8,15.46,48,1.9
"1982-NES25 nestling 6","1982-NES25",1982,12,160,6,127,2,16,,,0.5
"1982-NES25 nestling 6","1982-NES25",1982,15,160,6,127,2,14.5,,,0.5
"1996-BL10 nestling 6","1996-BL10",1996,15,158,6,178,6,22.3,14.64,46,1.9
"2011-SRBC9 nestling 1","2011-SRBC9",2011,12,151,5,172,4,21,16.1,,3.4
"2011-SRBC9 nestling 2","2011-SRBC9",2011,12,151,5,172,4,19.5,16.1,,3.4
"2011-SRBC9 nestling 3","2011-SRBC9",2011,12,151,5,172,4,20,15.1,,3.4
"2011-SRBC9 nestling 4","2011-SRBC9",2011,12,151,5,172,4,17.5,12.6,,3.4
"2011-SRBC9 nestling 5","2011-SRBC9",2011,12,151,5,172,4,20,14.7,,3.4
"1992-NBE1 nestling 1","1992-NBE1",1992,12,169,3,190,3,23,,0.9,1.5
"1992-NBE1 nestling 2","1992-NBE1",1992,12,169,3,190,3,18.5,,0.5,1.5
"1992-NBE1 nestling 3","1992-NBE1",1992,12,169,3,190,3,23.5,,1,1.5
"1991-NESA11 nestling 1","1991-NESA11",1991,12,155,6,173,6,23,,32,1.4
"1991-NESA11 nestling 1","1991-NESA11",1991,16,155,6,173,6,22,,53,1.4
"2006-NBD2 nestling 1","2006-NBD2",2006,12,148,5,,4,14.8,11.65,9.5,2.9
"1991-NESA11 nestling 2","1991-NESA11",1991,12,155,6,173,6,21,,37,1.4
"1991-NESA11 nestling 2","1991-NESA11",1991,16,155,6,173,6,20,,57,1.4
"1991-NESA11 nestling 3","1991-NESA11",1991,12,155,6,173,6,21,,33,1.4
"1991-NESA11 nestling 3","1991-NESA11",1991,16,155,6,173,6,18,,53,1.4
"2006-NBD2 nestling 3","2006-NBD2",2006,12,148,5,,4,7.1,10.36,4,2.9
"1991-NESA11 nestling 4","1991-NESA11",1991,12,155,6,173,6,20.5,,38,1.4
"1991-NESA11 nestling 4","1991-NESA11",1991,16,155,6,173,6,20,,56,1.4
"2006-NBD2 nestling 4","2006-NBD2",2006,12,148,5,,4,17.3,11.66,11.5,2.9
"1991-NESA11 nestling 5","1991-NESA11",1991,12,155,6,173,6,22.5,,39,1.4
"1991-NESA11 nestling 5","1991-NESA11",1991,16,155,6,173,6,20.5,,56,1.4
"2006-NBD2 nestling 5","2006-NBD2",2006,12,148,5,,4,10.8,10.95,6,2.9
"1991-NESA11 nestling 6","1991-NESA11",1991,12,155,6,173,6,22.5,,37,1.4
"1991-NESA11 nestling 6","1991-NESA11",1991,16,155,6,173,6,21,,58,1.4
"2017-LSE5 nestling 1","2017-LSE5",2017,10,148,6,171,6,15,14.5,37,4
"2017-LSE5 nestling 1","2017-LSE5",2017,12,148,6,171,6,18.5,14.5,50,4
"1979-BMC11 nestling 1","1979-BMC11",1979,12,152,4,172,2,20.3,,,0.2
"1991-BGH4 nestling 1","1991-BGH4",1991,12,149,5,171,4,20.5,,,1.4
"2017-LSE5 nestling 2","2017-LSE5",2017,10,148,6,171,6,18,13.8,39,4
"2017-LSE5 nestling 2","2017-LSE5",2017,12,148,6,171,6,19.5,14.2,53,4
"1979-BMC11 nestling 2","1979-BMC11",1979,12,152,4,172,2,21,,,0.2
"1991-BGH4 nestling 2","1991-BGH4",1991,12,149,5,171,4,22.5,,,1.4
"2017-LSE5 nestling 3","2017-LSE5",2017,10,148,6,171,6,17,14.2,40,4
"2017-LSE5 nestling 3","2017-LSE5",2017,12,148,6,171,6,19.5,14.6,52,4
"1991-BGH4 nestling 3","1991-BGH4",1991,12,149,5,171,4,20.5,,,1.4
"2017-LSE5 nestling 4","2017-LSE5",2017,10,148,6,171,6,16,14.2,35,4
"2017-LSE5 nestling 4","2017-LSE5",2017,12,148,6,171,6,18,13.7,46,4
"1991-BGH4 nestling 4","1991-BGH4",1991,12,149,5,171,4,21.5,,,1.4
"2017-LSE5 nestling 5","2017-LSE5",2017,10,148,6,171,6,17.5,14.7,36,4
"2017-LSE5 nestling 5","2017-LSE5",2017,12,148,6,171,6,19,14.2,49,4
"2017-LSE5 nestling 6","2017-LSE5",2017,10,148,6,171,6,17.5,14.6,38,4
"2017-LSE5 nestling 6","2017-LSE5",2017,12,148,6,171,6,18.5,14.6,60,4
"1985-SPC5 nestling 1","1985-SPC5",1985,13,164,4,188,3,20.5,,,0.8
"1985-SPC5 nestling 2","1985-SPC5",1985,13,164,4,188,3,20.5,,,0.8
"1985-SPC5 nestling 3","1985-SPC5",1985,13,164,4,188,3,20,,,0.8
"1985-SPC5 nestling 4","1985-SPC5",1985,13,164,4,188,3,21.5,,,0.8
"1991-NESC11 nestling 1","1991-NESC11",1991,12,153,6,173,6,24.5,,30,1.4
"1991-NESC11 nestling 1","1991-NESC11",1991,16,153,6,173,6,23,,50,1.4
"2009-HUC5 nestling 1","2009-HUC5",2009,12,150,5,165,0,22.5,15.1,,3.2
"1991-NESC11 nestling 2","1991-NESC11",1991,12,153,6,173,6,22.5,,36,1.4
"1991-NESC11 nestling 2","1991-NESC11",1991,16,153,6,173,6,20.5,,54,1.4
"2009-HUC5 nestling 2","2009-HUC5",2009,12,150,5,165,0,26,15.2,,3.2
"1991-NESC11 nestling 3","1991-NESC11",1991,12,153,6,173,6,22.5,,34,1.4
"1991-NESC11 nestling 3","1991-NESC11",1991,16,153,6,173,6,20,,53,1.4
"2009-HUC5 nestling 3","2009-HUC5",2009,12,150,5,165,0,23,15.8,,3.2
"1991-NESC11 nestling 4","1991-NESC11",1991,12,153,6,173,6,21,,30,1.4
"1991-NESC11 nestling 4","1991-NESC11",1991,16,153,6,173,6,19.5,,49,1.4
"2009-HUC5 nestling 4","2009-HUC5",2009,12,150,5,165,0,25,15.2,,3.2
"1991-NESC11 nestling 5","1991-NESC11",1991,12,153,6,173,6,24.5,,33,1.4
"1991-NESC11 nestling 5","1991-NESC11",1991,16,153,6,173,6,22,,52,1.4
"2009-HUC5 nestling 5","2009-HUC5",2009,12,150,5,165,0,23.5,15.4,,3.2
"1991-NESC11 nestling 6","1991-NESC11",1991,12,153,6,173,6,22.5,,36,1.4
"1991-NESC11 nestling 6","1991-NESC11",1991,16,153,6,173,6,20.5,,53,1.4
"1987-BGC1 nestling 1","1987-BGC1",1987,12,153,6,171,0,20.5,,,1
"1987-BGC1 nestling 1","1987-BGC1",1987,15,153,6,171,0,22.5,,,1
"1995-BGH6 nestling 1","1995-BGH6",1995,15,152,5,171,3,23.4,11.36,0,1.8
"1987-BGC1 nestling 2","1987-BGC1",1987,12,153,6,171,0,20.5,,,1
"1987-BGC1 nestling 2","1987-BGC1",1987,15,153,6,171,0,22.5,,,1
"1995-BGH6 nestling 2","1995-BGH6",1995,15,152,5,171,3,22.8,11.3,4,1.8
"1987-BGC1 nestling 3","1987-BGC1",1987,12,153,6,171,0,21,,,1
"1987-BGC1 nestling 3","1987-BGC1",1987,15,153,6,171,0,23.5,,,1
"1995-BGH6 nestling 3","1995-BGH6",1995,15,152,5,171,3,24.2,11.4,4,1.8
"1987-BGC1 nestling 4","1987-BGC1",1987,12,153,6,171,0,21.5,,,1
"1987-BGC1 nestling 4","1987-BGC1",1987,15,153,6,171,0,23,,,1
"1987-BGC1 nestling 5","1987-BGC1",1987,12,153,6,171,0,22,,,1
"1987-BGC1 nestling 5","1987-BGC1",1987,15,153,6,171,0,23.5,,,1
"1987-BGC1 nestling 6","1987-BGC1",1987,12,153,6,171,0,18.5,,,1
"1987-BGC1 nestling 6","1987-BGC1",1987,15,153,6,171,0,22.5,,,1
"1999-SPC3 nestling 1","1999-SPC3",1999,15,151,6,,5,19.5,,,2.2
"1999-SPC3 nestling 2","1999-SPC3",1999,15,151,6,,5,17,,,2.2
"1999-SPC3 nestling 3","1999-SPC3",1999,15,151,6,,5,18,,,2.2
"1999-SPC3 nestling 4","1999-SPC3",1999,15,151,6,,5,17,,,2.2
"1999-SPC3 nestling 5","1999-SPC3",1999,15,151,6,,5,18,,,2.2
"1996-TGAA2 (2) nestling 1","1996-TGAA2 (2)",1996,15,186,4,,4,19.8,14.51,42,1.9
"2005-BGA5 nestling 1","2005-BGA5",2005,10,160,3,,,18.25,12.7,35,2.8
"1996-TGAA2 (2) nestling 2","1996-TGAA2 (2)",1996,15,186,4,,4,19.1,15.27,41,1.9
"2005-BGA5 nestling 2","2005-BGA5",2005,10,160,3,,,18.75,12.38,33,2.8
"1996-TGAA2 (2) nestling 3","1996-TGAA2 (2)",1996,15,186,4,,4,19.3,14.44,37,1.9
"2005-BGA5 nestling 3","2005-BGA5",2005,10,160,3,,,21,12.6,37,2.8
"1996-TGAA2 (2) nestling 4","1996-TGAA2 (2)",1996,15,186,4,,4,19.9,14.53,31,1.9
"2010-SRBC1 nestling 1","2010-SRBC1",2010,12,151,5,170,3,23,15,,3.3
"2010-SRBC1 nestling 2","2010-SRBC1",2010,12,151,5,170,3,21,14.6,,3.3
"2010-SRBC1 nestling 3","2010-SRBC1",2010,12,151,5,170,3,22,15.6,,3.3
"1979-GCJ5 nestling 1","1979-GCJ5",1979,10,154,6,174,6,22.5,,,0.2
"1979-GCJ5 nestling 1","1979-GCJ5",1979,12,154,6,174,6,23,,,0.2
"1979-GCJ5 nestling 1","1979-GCJ5",1979,13,154,6,174,6,23.5,,,0.2
"1979-GCJ5 nestling 1","1979-GCJ5",1979,14,154,6,174,6,23.5,,,0.2
"1979-GCJ5 nestling 1","1979-GCJ5",1979,15,154,6,174,6,22.5,,,0.2
"1979-GCJ5 nestling 2","1979-GCJ5",1979,10,154,6,174,6,21,,,0.2
"1979-GCJ5 nestling 2","1979-GCJ5",1979,12,154,6,174,6,22.5,,,0.2
"1979-GCJ5 nestling 2","1979-GCJ5",1979,13,154,6,174,6,23.5,,,0.2
"1979-GCJ5 nestling 2","1979-GCJ5",1979,14,154,6,174,6,22.5,,,0.2
"1979-GCJ5 nestling 2","1979-GCJ5",1979,15,154,6,174,6,22.5,,,0.2
"1979-GCJ5 nestling 3","1979-GCJ5",1979,10,154,6,174,6,21,,,0.2
"1979-GCJ5 nestling 3","1979-GCJ5",1979,12,154,6,174,6,21.5,,,0.2
"1979-GCJ5 nestling 3","1979-GCJ5",1979,13,154,6,174,6,22.5,,,0.2
"1979-GCJ5 nestling 3","1979-GCJ5",1979,14,154,6,174,6,21.5,,,0.2
"1979-GCJ5 nestling 3","1979-GCJ5",1979,15,154,6,174,6,23,,,0.2
"1979-GCJ5 nestling 4","1979-GCJ5",1979,10,154,6,174,6,19.5,,,0.2
"1979-GCJ5 nestling 4","1979-GCJ5",1979,12,154,6,174,6,19.5,,,0.2
"1979-GCJ5 nestling 4","1979-GCJ5",1979,13,154,6,174,6,20.5,,,0.2
"1979-GCJ5 nestling 4","1979-GCJ5",1979,14,154,6,174,6,19.5,,,0.2
"1979-GCJ5 nestling 4","1979-GCJ5",1979,15,154,6,174,6,20.5,,,0.2
"1979-GCJ5 nestling 5","1979-GCJ5",1979,10,154,6,174,6,18,,,0.2
"1979-GCJ5 nestling 5","1979-GCJ5",1979,12,154,6,174,6,20,,,0.2
"1979-GCJ5 nestling 5","1979-GCJ5",1979,13,154,6,174,6,21.5,,,0.2
"1979-GCJ5 nestling 5","1979-GCJ5",1979,14,154,6,174,6,21.5,,,0.2
"1979-GCJ5 nestling 5","1979-GCJ5",1979,15,154,6,174,6,20.5,,,0.2
"1979-GCJ5 nestling 6","1979-GCJ5",1979,10,154,6,174,6,19,,,0.2
"1979-GCJ5 nestling 6","1979-GCJ5",1979,12,154,6,174,6,20.5,,,0.2
"1979-GCJ5 nestling 6","1979-GCJ5",1979,13,154,6,174,6,22,,,0.2
"1979-GCJ5 nestling 6","1979-GCJ5",1979,14,154,6,174,6,22,,,0.2
"1979-GCJ5 nestling 6","1979-GCJ5",1979,15,154,6,174,6,22.5,,,0.2
"2009-OP11 nestling 1","2009-OP11",2009,12,148,3,171,3,23.5,15.3,,3.2
"2009-OP11 nestling 2","2009-OP11",2009,12,148,3,171,3,25,15.2,,3.2
"2009-OP11 nestling 3","2009-OP11",2009,12,148,3,171,3,24,15.2,,3.2
"1991-HUF3 nestling 1","1991-HUF3",1991,10,151,5,169,5,24,,,1.4
"1991-HUF3 nestling 2","1991-HUF3",1991,10,151,5,169,5,24.5,,,1.4
"1991-HUF3 nestling 3","1991-HUF3",1991,10,151,5,169,5,22.8,,,1.4
"1991-HUF3 nestling 4","1991-HUF3",1991,10,151,5,169,5,21.3,,,1.4
"1991-HUF3 nestling 5","1991-HUF3",1991,10,151,5,169,5,23,,,1.4
"1998-BS4 nestling 1","1998-BS4",1998,16,150,5,171,5,22.6,14.88,72,2.1
"1991-BGG1 nestling 1","1991-BGG1",1991,12,149,6,171,3,15.5,10.6,,1.4
"2002-BGH2 nestling 1","2002-BGH2",2002,15,158,5,181,5,19,12.4,21.5,2.5
"1998-BS4 nestling 2","1998-BS4",1998,16,150,5,171,5,22.2,15.38,71.5,2.1
"1991-BGG1 nestling 2","1991-BGG1",1991,12,149,6,171,3,18.5,10.4,,1.4
"2002-BGH2 nestling 2","2002-BGH2",2002,15,158,5,181,5,21.5,12.15,24.5,2.5
"1998-BS4 nestling 3","1998-BS4",1998,16,150,5,171,5,23,15.61,75,2.1
"1991-BGG1 nestling 3","1991-BGG1",1991,12,149,6,171,3,20.5,10.5,,1.4
"2002-BGH2 nestling 3","2002-BGH2",2002,15,158,5,181,5,19.5,12.3,23.5,2.5
"1998-BS4 nestling 4","1998-BS4",1998,16,150,5,171,5,22.8,14.65,70,2.1
"1991-BGG1 nestling 4","1991-BGG1",1991,12,149,6,171,3,22,10.9,,1.4
"2002-BGH2 nestling 4","2002-BGH2",2002,15,158,5,181,5,20,12.2,26,2.5
"1998-BS4 nestling 5","1998-BS4",1998,16,150,5,171,5,21.5,14.87,67,2.1
"2002-BGH2 nestling 5","2002-BGH2",2002,15,158,5,181,5,21,12.3,31,2.5
"1986-BGH2 nestling 1","1986-BGH2",1986,10,156,4,179,2,15.9,,,0.9
"1986-BGH2 nestling 1","1986-BGH2",1986,13,156,4,179,2,17.1,,,0.9
"1986-BGH2 nestling 1","1986-BGH2",1986,16,156,4,179,2,19.7,,,0.9
"1986-BGH2 nestling 3","1986-BGH2",1986,10,156,4,179,2,15.8,,,0.9
"1986-BGH2 nestling 3","1986-BGH2",1986,13,156,4,179,2,15.4,,,0.9
"1986-BGH2 nestling 3","1986-BGH2",1986,16,156,4,179,2,17.9,,,0.9
"1986-BGH2 nestling 4","1986-BGH2",1986,10,156,4,179,2,16.4,,,0.9
"1986-BGH2 nestling 4","1986-BGH2",1986,13,156,4,179,2,17.6,,,0.9
"1986-BGH2 nestling 4","1986-BGH2",1986,16,156,4,179,2,19.9,,,0.9
"1986-BGH2 nestling 5","1986-BGH2",1986,10,156,4,179,2,14.4,,,0.9
"1986-BGH2 nestling 5","1986-BGH2",1986,13,156,4,179,2,14.2,,,0.9
"1986-BGH2 nestling 5","1986-BGH2",1986,16,156,4,179,2,17.6,,,0.9
"2016-HUA1 nestling 1","2016-HUA1",2016,12,145,4,166,5,21,17.5,51,3.9
"1990-NESW4 nestling 1","1990-NESW4",1990,13,155,5,,5,22,,38,1.3
"2016-HUA1 nestling 2","2016-HUA1",2016,12,145,4,166,5,21.5,16.9,59,3.9
"1990-NESW4 nestling 2","1990-NESW4",1990,13,155,5,,5,22.5,,36,1.3
"2016-HUA1 nestling 3","2016-HUA1",2016,12,145,4,166,5,23,16,56,3.9
"1990-NESW4 nestling 3","1990-NESW4",1990,13,155,5,,5,23,,34,1.3
"2016-HUA1 nestling 4","2016-HUA1",2016,12,145,4,166,5,20.5,16.6,56,3.9
"1990-NESW4 nestling 4","1990-NESW4",1990,13,155,5,,5,23.5,,36,1.3
"2016-HUA1 nestling 5","2016-HUA1",2016,12,145,4,166,5,23.5,17.4,52,3.9
"1990-NESW4 nestling 5","1990-NESW4",1990,13,155,5,,5,22.5,,40,1.3
"2014-BGD6 nestling 1","2014-BGD6",2014,12,154,6,175,6,23.93,14.6,59,3.7
"1998-NESA1 nestling 1","1998-NESA1",1998,15,150,5,,3,10.4,14.66,45.5,2.1
"2016-HUY2 nestling 2","2016-HUY2",2016,12,180,5,,2,17.75,13.8,46,3.9
"2014-BGD6 nestling 2","2014-BGD6",2014,12,154,6,175,6,21.58,14.3,49,3.7
"1998-NESA1 nestling 2","1998-NESA1",1998,15,150,5,,3,24.9,14.75,65,2.1
"2014-BGD6 nestling 3","2014-BGD6",2014,12,154,6,175,6,18.35,14.1,50,3.7
"1998-NESA1 nestling 3","1998-NESA1",1998,15,150,5,,3,25.4,14.91,67,2.1
"2016-HUY2 nestling 4","2016-HUY2",2016,12,180,5,,2,16.5,13.2,33,3.9
"2014-BGD6 nestling 4","2014-BGD6",2014,12,154,6,175,6,18.56,14.1,49,3.7
"2014-BGD6 nestling 5","2014-BGD6",2014,12,154,6,175,6,20.99,14.4,52,3.7
"2014-BGD6 nestling 6","2014-BGD6",2014,12,154,6,175,6,21.61,14.1,52,3.7
"1988-BGE3 nestling 1","1988-BGE3",1988,12,156,6,177,6,23,,,1.1
"1990-AB3 nestling 1","1990-AB3",1990,12,,5,179,0,18.5,,75,1.3
"1988-BGE3 nestling 2","1988-BGE3",1988,12,156,6,177,6,24,,,1.1
"1990-AB3 nestling 2","1990-AB3",1990,12,,5,179,0,17,,60,1.3
"1988-BGE3 nestling 3","1988-BGE3",1988,12,156,6,177,6,24.5,,,1.1
"1988-BGE3 nestling 4","1988-BGE3",1988,12,156,6,177,6,27.5,,,1.1
"1988-BGE3 nestling 5","1988-BGE3",1988,12,156,6,177,6,23.5,,,1.1
"1988-BGE3 nestling 6","1988-BGE3",1988,12,156,6,177,6,23,,,1.1
"2017-HUW4 nestling 1","2017-HUW4",2017,12,160,4,182,4,19,13.8,51,4
"1996-DF0 nestling 1","1996-DF0",1996,15,167,6,191,3,15.6,14.19,21,1.9
"2000-OR9 nestling 1","2000-OR9",2000,10,158,5,180,5,19.3,,,2.3
"1998-BLG4 nestling 1","1998-BLG4",1998,13,150,6,,4,23.9,,31,2.1
"2017-HUW4 nestling 2","2017-HUW4",2017,12,160,4,182,4,20.5,14,54,4
"1996-DF0 nestling 2","1996-DF0",1996,15,167,6,191,3,16.8,14.32,30,1.9
"2000-OR9 nestling 2","2000-OR9",2000,10,158,5,180,5,17.5,,,2.3
"1998-BLG4 nestling 2","1998-BLG4",1998,13,150,6,,4,21.7,,24,2.1
"2017-HUW4 nestling 3","2017-HUW4",2017,12,160,4,182,4,19.3,14.5,55,4
"1996-DF0 nestling 3","1996-DF0",1996,15,167,6,191,3,15.1,14.49,22,1.9
"2000-OR9 nestling 3","2000-OR9",2000,10,158,5,180,5,17.7,,,2.3
"1998-BLG4 nestling 3","1998-BLG4",1998,13,150,6,,4,22.9,,29,2.1
"2017-HUW4 nestling 4","2017-HUW4",2017,12,160,4,182,4,20,14.2,48,4
"1996-DF0 nestling 4","1996-DF0",1996,15,167,6,191,3,13.1,14.41,19,1.9
"2000-OR9 nestling 4","2000-OR9",2000,10,158,5,180,5,19.3,,,2.3
"1998-BLG4 nestling 4","1998-BLG4",1998,13,150,6,,4,23.4,,29,2.1
"1996-DF0 nestling 5","1996-DF0",1996,15,167,6,191,3,14.1,14.16,16,1.9
"2000-OR9 nestling 5","2000-OR9",2000,10,158,5,180,5,14.1,,,2.3
"1990-HUC5 nestling 1","1990-HUC5",1990,12,157,6,174,6,24.5,,24,1.3
"1990-HUC5 nestling 2","1990-HUC5",1990,12,157,6,174,6,24.5,,22,1.3
"1990-HUC5 nestling 3","1990-HUC5",1990,12,157,6,174,6,24.5,,28,1.3
"1990-HUC5 nestling 4","1990-HUC5",1990,12,157,6,174,6,23,,20,1.3
"1990-HUC5 nestling 5","1990-HUC5",1990,12,157,6,174,6,24.5,,28,1.3
"1990-HUC5 nestling 6","1990-HUC5",1990,12,157,6,174,6,24,,23,1.3
"2002-TGD4 nestling 1","2002-TGD4",2002,15,154,5,175,3,,12.7,30.5,2.5
"2002-TGD4 nestling 2","2002-TGD4",2002,15,154,5,175,3,,12.75,28.5,2.5
"2002-TGD4 nestling 3","2002-TGD4",2002,15,154,5,175,3,22.1,12.7,26.5,2.5
"2002-TGD4 nestling 4","2002-TGD4",2002,15,154,5,175,3,19.3,,,2.5
"2002-TGD4 nestling 5","2002-TGD4",2002,15,154,5,175,3,19.3,,,2.5
"1997-TGB2 nestling 1","1997-TGB2",1997,15,159,2,178,7,11.3,12.99,12,2
"2003-RO6 nestling 1","2003-RO6",2003,15,155,5,176,5,23.4,12.07,37,2.6
"2002-SPD4 nestling 1","2002-SPD4",2002,15,161,5,182,5,20.7,11.5,26,2.5
"1997-TGB2 nestling 2","1997-TGB2",1997,15,159,2,178,7,18.8,14.41,40,2
"2003-RO6 nestling 2","2003-RO6",2003,15,155,5,176,5,22.1,11.65,38,2.6
"2002-SPD4 nestling 2","2002-SPD4",2002,15,161,5,182,5,20.6,12.1,25,2.5
"1997-TGB2 nestling 3","1997-TGB2",1997,15,159,2,178,7,11.1,13.89,14,2
"2003-RO6 nestling 3","2003-RO6",2003,15,155,5,176,5,20,12.68,34,2.6
"2002-SPD4 nestling 3","2002-SPD4",2002,15,161,5,182,5,14.7,11.45,26,2.5
"1997-TGB2 nestling 4","1997-TGB2",1997,15,159,2,178,7,16.9,14.59,34.5,2
"2003-RO6 nestling 4","2003-RO6",2003,15,155,5,176,5,20,12.56,31,2.6
"2002-SPD4 nestling 4","2002-SPD4",2002,15,161,5,182,5,22.7,11.9,26,2.5
"1997-TGB2 nestling 5","1997-TGB2",1997,15,159,2,178,7,21.1,14.66,47,2
"2003-RO6 nestling 5","2003-RO6",2003,15,155,5,176,5,23.4,12.8,35,2.6
"2002-SPD4 nestling 5","2002-SPD4",2002,15,161,5,182,5,22.5,12.45,28.5,2.5
"1997-TGB2 nestling 6","1997-TGB2",1997,15,159,2,178,7,20,15.05,41,2
"1997-TGB2 nestling 7","1997-TGB2",1997,15,159,2,178,7,20.3,14.55,42,2
"1997-TGB2 nestling 8","1997-TGB2",1997,15,159,2,178,7,21.3,15,41,2
"1997-TGB2 nestling 9","1997-TGB2",1997,15,159,2,178,7,20.9,14.78,48,2
"1992-BGD2 nestling 1","1992-BGD2",1992,11,161,5,174,0,19.5,,2.38,1.5
"1991-NESE11 nestling 1","1991-NESE11",1991,12,153,6,171,6,25,,30,1.4
"1991-NESE11 nestling 1","1991-NESE11",1991,16,153,6,171,6,22.5,,53,1.4
"1990-ET2 nestling 1","1990-ET2",1990,12,161,5,,5,27,,23.5,1.3
"1991-NESE11 nestling 2","1991-NESE11",1991,12,153,6,171,6,21,,30,1.4
"1991-NESE11 nestling 2","1991-NESE11",1991,16,153,6,171,6,20,,51,1.4
"1990-ET2 nestling 2","1990-ET2",1990,12,161,5,,5,32,,21.5,1.3
"1991-NESE11 nestling 3","1991-NESE11",1991,12,153,6,171,6,23.5,,29,1.4
"1991-NESE11 nestling 3","1991-NESE11",1991,16,153,6,171,6,23,,48,1.4
"1990-ET2 nestling 3","1990-ET2",1990,12,161,5,,5,26,,22.5,1.3
"1991-NESE11 nestling 4","1991-NESE11",1991,12,153,6,171,6,24,,27,1.4
"1991-NESE11 nestling 4","1991-NESE11",1991,16,153,6,171,6,19.5,,49,1.4
"1990-ET2 nestling 4","1990-ET2",1990,12,161,5,,5,28,,22,1.3
"1991-NESE11 nestling 5","1991-NESE11",1991,12,153,6,171,6,25,,33,1.4
"1991-NESE11 nestling 5","1991-NESE11",1991,16,153,6,171,6,22.5,,53,1.4
"1990-ET2 nestling 5","1990-ET2",1990,12,161,5,,5,27,,21,1.3
"2002-HUA1 nestling 1","2002-HUA1",2002,15,161,5,,5,24,12.75,32,2.5
"2002-HUA1 nestling 2","2002-HUA1",2002,15,161,5,,5,23,12.1,31,2.5
"2002-HUA1 nestling 3","2002-HUA1",2002,15,161,5,,5,22.5,12.55,30,2.5
"2002-HUA1 nestling 4","2002-HUA1",2002,15,161,5,,5,22,11.1,31,2.5
"2002-HUA1 nestling 5","2002-HUA1",2002,15,161,5,,5,19.7,12.05,27,2.5
"2003-BGC5 nestling 1","2003-BGC5",2003,15,157,6,178,5,19.7,12.05,32,2.6
"2003-BGC5 nestling 2","2003-BGC5",2003,15,157,6,178,5,19.3,12.04,31,2.6
"2006-SPD4 nestling 2","2006-SPD4",2006,12,150,5,,0,15.7,11.32,11,2.9
"2003-BGC5 nestling 3","2003-BGC5",2003,15,157,6,178,5,19.1,11.27,22.5,2.6
"2006-SPD4 nestling 3","2006-SPD4",2006,12,150,5,,0,17.1,12.11,16,2.9
"2003-BGC5 nestling 4","2003-BGC5",2003,15,157,6,178,5,21.2,11.9,32,2.6
"2006-SPD4 nestling 4","2006-SPD4",2006,12,150,5,,0,17.2,12.24,15.8,2.9
"2003-BGC5 nestling 5","2003-BGC5",2003,15,157,6,178,5,21.9,12.27,31.5,2.6
"2006-SPD4 nestling 5","2006-SPD4",2006,12,150,5,,0,15.3,11.46,12,2.9
