"Ring","RearID","Year","Agg_d16","handlingorder_d16","obs_d16","Sex","Weight_d16","Wing","Tail","Head","BR","docility","Tarsus","Mother","Ring2"
"9776","1077","2018",3,7,"PJ","unknown",11.6,46,26,21.9,2.26843100189036,-0.1,16.9,"4041","9776"
"10801","1077","2018",1,4,"PJ","unknown",10.9,46,25,22,1.86104218362283,0,17.1,"4041","10801"
"7470","1077","2018",3,3,"PJ","unknown",11.4,45,25,21.9,2.01748486886348,-0.1,16.3,"4041","7470"
"7386","1077","2018",2,5,"PJ","unknown",11.9,44,27,22.4,3.26441784548422,0,16.1,"4041","7386"
"4971","1092","2018",5,5,"BC","unknown",12.4,50,28,22.7,1.7862459065198,-0.4,17.6,"1450","4971"
"3087","1092","2018",1,6,"BC","unknown",11.2,43,20,22.6,1.79910044977511,-0.2,17.55,"1450","3087"
"4853","1092","2018",4,9,"BC","unknown",12.7,49,26,23.5,2.09132101777623,-0.3,18.25,"1450","4853"
"8186","1092","2018",5,2,"BC","unknown",13.2,48,27,23.8,2.03735144312394,-0.3,18.4,"1450","8186"
"7483","1092","2018",4,4,"BC","unknown",12.6,47,26,22.4,2.09277990931287,-0.2,17.9,"1450","7483"
"1117","1092","2018",4,1,"BC","unknown",13.9,48,30,22.9,2.06896551724138,-0.3,17.7,"1450","1117"
"8692","1092","2018",3,3,"BC","unknown",12.1,46,24,22.2,1.99933355548151,-0.3,17.2,"1450","8692"
"1462","1092","2018",5,10,"BC","f",11.8,47,30,22.5,2.12239122744959,-0.3,17.7,"1450","1462"
"10227","1092","2018",5,8,"BC","unknown",12.5,49,28,23.1,2.1269053527118,-0.2,18,"1450","10227"
"2352","1092","2018",5,7,"BC","unknown",12.1,49,27,23.5,2.0442930153322,-0.1,17.8,"1450","2352"
"5584","1031","2018",2,3,"BC","unknown",10.3,34,13,21.7,3.22927879440258,0,15.85,"3208","5584"
"1920","1091","2018",2,4,"BC","unknown",12.1,45,20,21.9,2.33918128654971,0,16.75,"8484","1920"
"10749","1091","2018",3,7,"BC","unknown",11.3,45,23,22.3,1.7579841781424,-0.3,15.9,"8484","10749"
"8416","1091","2018",2,6,"BC","unknown",10.3,43,22,21.2,2.76752767527675,0,16.1,"8484","8416"
"1933","1091","2018",2,8,"BC","unknown",11.6,46,24,22.1,1.98741305067903,-0.3,16.05,"8484","1933"
"5492","1091","2018",1,2,"BC","unknown",11.3,45,20,22.4,3.24851109907959,0,16.5,"8484","5492"
"458","1091","2018",2,3,"BC","unknown",11,45,24,22.7,2.32018561484919,-0.1,16.45,"8484","458"
"6871","1091","2018",2,5,"BC","unknown",11.7,46,23,22.2,1.8957345971564,-0.2,17.2,"8484","6871"
"10215","1091","2018",1,9,"BC","m",11.5,47,21,22.3,2.17548948513416,-0.2,17,"8484","10215"
"9439","1098","2018",5,9,"PJ","unknown",11.1,47,29,22.9,1.83823529411765,-0.3,17.6,"605","9439"
"8821","1098","2018",4,1,"PJ","unknown",12.3,43,24,22,1.58814187400741,-0.3,17,"605","8821"
"3861","1098","2018",5,10,"PJ","unknown",11.8,47,27,22.5,1.90718372536554,-0.3,17.65,"605","3861"
"8778","1058","2018",4,3,"PJ","unknown",10.5,47,23,21.1,1.78890876565295,-0.2,14.25,"8503","8778"
"6926","1058","2018",3,10,"PJ","unknown",9.1,39,16,20.4,2.1849963583394,0,16.15,"8503","6926"
"2845","1077","2018",1,1,"PJ","unknown",9.9,42,19,21.4,2.60642919200695,0,16,"4041","2845"
"5292","1077","2018",1,2,"PJ","unknown",10.3,39,16,21.8,2.4232633279483,-0.1,17,"4041","5292"
"9119","1077","2018",3,6,"PJ","unknown",11.6,44,23,22.3,2.29357798165138,0,17.4,"4041","9119"
"4091","1077","2018",1,11,"PJ","unknown",8.2,34,8,20.1,2.52525252525253,0,17.075,"4041","4091"
"8535","1116","2018",2,1,"PJ","unknown",12.7,46,27,22.8,2.20913107511046,0,17.35,"9354","8535"
"3040","1116","2018",3,8,"PJ","unknown",11.3,42,22,22.05,2.27790432801822,0,17.325,"9354","3040"
"8318","1116","2018",3,2,"PJ","unknown",11.1,39,25,21.7,1.95503421309873,-0.3,17.145,"9354","8318"
"8121","1116","2018",5,5,"PJ","unknown",12.7,43,20,21.8,1.86219739292365,-0.2,18.425,"9354","8121"
"10285","1116","2018",4,6,"PJ","unknown",11.3,44,22,21.7,2.20669363736668,0,17.1,"9354","10285"
"10028","1116","2018",5,9,"PJ","unknown",12,46,23,23,1.51975683890577,-0.2,17.3,"9354","10028"
"4946","1116","2018",5,3,"PJ","unknown",11.6,44,21,22.6,2.00870438567124,-0.7,17.25,"9354","4946"
"9274","1116","2018",5,4,"PJ","unknown",11.5,45,25,22.2,1.83374083129584,-0.2,16.38,"9354","9274"
"2796","1116","2018",4,10,"PJ","unknown",11.3,41,19,22,1.67317345231456,0,17.47,"9354","2796"
"6248","1117","2018",1,2,"PJ","unknown",11.2,39,16,21.3,2.81557954012201,0,16.6,"371","6248"
"2399","1117","2018",3,1,"PJ","unknown",11.4,45,20,22,3.32594235033259,-0.1,17.1,"371","2399"
"8965","1094","2018",3,2,"PJ","unknown",12.5,47,26,22.4,1.93485972267011,0,16.75,"6621","8965"
"5632","1105","2018",5,4,"PJ","unknown",10.9,40,17,21.5,1.73761946133797,-0.2,17,"3891","5632"
"6956","1105","2018",4,7,"PJ","unknown",11.4,41,19,22.4,1.95822454308094,-0.2,17.245,"3891","6956"
"9081","1114","2018",3,4,"PJ","unknown",11.3,40,20,21.1,1.49402390438247,-0.1,16.2,"4811","9081"
"7870","1119","2018",4,2,"JB","unknown",7.9,37,13,21.5,1.31004366812227,-0.2,16.4,"5670","7870"
"7326","1119","2018",5,5,"JB","unknown",7.9,42,15,21.9,2.4390243902439,-0.2,16.6,"5670","7326"
"5935","1119","2018",4,4,"JB","unknown",9.1,41,17,21.8,2.18978102189781,-0.2,16.2,"5670","5935"
"3915","1119","2018",4,3,"JB","unknown",8.6,39,12,22.2,1.92926045016077,0,16.15,"5670","3915"
"1823","1119","2018",4,1,"JB","unknown",10,45,21,22.3,1.68539325842697,-0.2,16.55,"5670","1823"
"8309","1116","2018",3,7,"PJ","unknown",10.3,35,13,20.6,1.91754554170662,-0.2,16.245,"9354","8309"
"9498","1123","2019",2,1,"JB","unknown",11.4,42,20,21.3,2.25563909774436,-0.2,16.5,"7217","9498"
"5667","1123","2019",1,2,"JB","unknown",12.5,44,20,22.5,2.67857142857143,-0.1,17.6,"7217","5667"
"6565","1123","2019",2,8,"JB","unknown",11,43,21,21.2,2.30769230769231,-0.2,17.3,"7217","6565"
"10160","1123","2019",1,3,"JB","unknown",11.7,43,22,22,2.45901639344262,0,17.45,"7217","10160"
"10583","1123","2019",2,5,"JB","unknown",12,43,20,22.4,1.65745856353591,-0.3,17.75,"7217","10583"
"303","1123","2019",3,7,"JB","unknown",11.3,43,21,21.6,2.10526315789474,-0.1,16.95,"7217","303"
"4861","1123","2019",1,4,"JB","unknown",11.6,43,21,20.7,2.66666666666667,-0.3,16.9,"7217","4861"
"1083","1121","2019",3,1,"BC","unknown",11,44,23,22.6,2.13675213675214,0,15.95,"8829","1083"
"2729","1121","2019",4,2,"BC","unknown",11.8,46,29,22.9,2.05198358413133,0,16.4,"8829","2729"
"10869","1121","2019",4,3,"BC","unknown",11.7,45,27,22.5,1.9404915912031,-0.1,16.7,"8829","10869"
"6573","1121","2019",5,6,"BC","unknown",11.6,42,29,22.2,2.37812128418549,-0.1,16.8,"8829","6573"
"7785","1121","2019",4,4,"BC","unknown",11.7,46,26,22.2,2.04848071013998,-0.2,16.7,"8829","7785"
"6482","1121","2019",5,5,"BC","unknown",11.6,45,25,22.4,2.321083172147,0,16.55,"8829","6482"
"10023","1121","2019",5,7,"BC","unknown",10.8,43,23,22.1,2.25394440270473,-0.1,15.55,"8829","10023"
"1562","1125","2019",5,8,"BC","unknown",12.5,49,30,22.8,1.98609731876862,-0.4,17.25,"3342","1562"
"5656","1125","2019",3,4,"BC","unknown",12.4,48,30,23.1,1.61420500403551,-0.5,17.6,"3342","5656"
"7185","1125","2019",5,2,"BC","unknown",12.2,46,28,22.3,1.95822454308094,-0.3,16.95,"3342","7185"
"625","1125","2019",4,5,"BC","unknown",12,49,29,22.6,2.27617602427921,-0.1,16.2,"3342","625"
"9555","1125","2019",5,7,"BC","unknown",9.3,41,21,21.1,2.5974025974026,-0.2,15.55,"3342","9555"
"1413","1125","2019",3,9,"BC","unknown",11.7,49,25,22.7,2.1505376344086,-0.2,17.15,"3342","1413"
"4580","1125","2019",4,6,"BC","unknown",13.1,50,29,22.9,1.8018018018018,-0.3,17.85,"3342","4580"
"6062","1125","2019",5,10,"BC","unknown",12.4,46,29,22.9,2.16372160115399,-0.2,16.8,"3342","6062"
"9805","1125","2019",5,3,"BC","unknown",12.5,50,32,22.6,1.70745589072282,-0.2,17.7,"3342","9805"
"9481","1125","2019",2,1,"BC","unknown",12,48,29,22.6,2.15130871280029,-0.2,17,"3342","9481"
"1596","1137","2019",1,8,"BC","unknown",10.6,45,21,22.2,2.55863539445629,-0.2,16.9,"9461","1596"
"709","1137","2019",4,10,"BC","unknown",11.4,48,28,22.9,1.92369349150369,-0.4,17.1,"9461","709"
"10826","1137","2019",4,5,"BC","unknown",11,49,28,22.2,2.19298245614035,-0.2,16.4,"9461","10826"
"2767","1137","2019",5,2,"BC","unknown",10.9,42,21,22.4,2.1849963583394,-0.2,16.2,"9461","2767"
"7219","1137","2019",5,3,"BC","unknown",10.7,46,22,21.8,2.18102508178844,-0.4,16.5,"9461","7219"
"2681","1137","2019",5,1,"BC","unknown",10.6,47,27,21.6,1.53806716226609,-0.3,16.15,"9461","2681"
"9027","1098","2018",5,4,"PJ","unknown",12.1,45,29,22.7,1.68397417906259,-0.2,17.36,"605","9027"
"6170","1098","2018",5,3,"PJ","unknown",11.4,49,30,22.7,2.39520958083832,-0.1,17,"605","6170"
"8593","1098","2018",5,7,"PJ","unknown",11.7,47,28,22.7,1.77462289263531,-0.3,17.7,"605","8593"
"4059","1098","2018",5,2,"PJ","unknown",11.4,48,36,22.5,1.64203612479475,-0.3,16.65,"605","4059"
"10252","1098","2018",5,5,"PJ","unknown",12.1,47,24,23.4,1.53022188217291,-0.3,18,"605","10252"
"412","1098","2018",5,8,"PJ","unknown",11.1,47,29,22.9,1.40515222482436,-0.3,17.25,"605","412"
"7341","1098","2018",5,6,"PJ","unknown",10.7,47,30,22.6,1.50075037518759,-0.1,16.5,"605","7341"
"9681","1098","2018",5,11,"PJ","unknown",10.7,45,32,22.2,1.38057984353428,-0.4,17.75,"605","9681"
"10007","1044","2018",2,1,"BC","unknown",9.8,36,15,21.4,2.48241621845263,0,15.4,"2304","10007"
"335","1103","2018",5,2,"PJ","unknown",12.8,45,23,22.1,2.19619326500732,-0.3,17.7,"1216","335"
"5870","1103","2018",3,4,"PJ","unknown",9.9,43,25,21.4,2.77392510402219,-0.2,16.24,"1216","5870"
"3913","1103","2018",5,5,"PJ","unknown",11.6,47,26,22.9,1.96785831420138,-0.6,17.4,"1216","3913"
"2425","1103","2018",4,1,"PJ","unknown",11.8,46,26,22.3,1.31984161900572,0,17.6,"1216","2425"
"3241","1103","2018",5,3,"PJ","unknown",10.9,48,28,22.2,1.70794192997438,-0.3,17,"1216","3241"
"5093","1104","2018",2,1,"BC","unknown",13.2,47,23,22.6,2.62008733624454,0,17.8,"1590","5093"
"5703","1104","2018",3,6,"BC","unknown",11.4,45,24,20.4,2.11640211640212,-0.4,17.85,"1590","5703"
"8964","1104","2018",3,2,"BC","unknown",12.6,46,24,22.1,2.13599145603418,-0.2,17.8,"1590","8964"
"4450","1104","2018",1,4,"BC","unknown",12.8,47,23,22.9,2.08116545265349,-0.1,18.15,"1590","4450"
"3953","1104","2018",5,3,"BC","unknown",12.8,47,25,21.9,2.66548200799645,-0.3,17,"1590","3953"
"1546","1104","2018",2,5,"BC","unknown",11.5,44,23,21.4,2.74725274725275,0,16.6,"1590","1546"
"5805","1105","2018",5,6,"PJ","unknown",13.3,48,29,23.1,2.00736032117765,-0.1,18.1,"3891","5805"
"4361","1105","2018",4,8,"PJ","unknown",12.9,48,29,22.8,1.73560890945907,-0.5,18.1,"3891","4361"
"8995","1105","2018",5,5,"PJ","unknown",11.8,45,24,22.5,1.42112742775936,-0.3,17.58,"3891","8995"
"4801","1105","2018",4,1,"PJ","unknown",12.9,45,28,22.7,1.61117078410312,-0.3,17.85,"3891","4801"
"8499","1105","2018",5,3,"PJ","unknown",12.2,48,29,22.8,2.05409106470387,-0.9,18.09,"3891","8499"
"5255","1105","2018",3,2,"PJ","unknown",12.4,48,27,23.4,2.22222222222222,0,18.28,"3891","5255"
"9302","1102","2018",4,7,"PJ","unknown",11.9,45,25,22.7,1.45313635262775,-0.2,17.25,"8014","9302"
"6429","1102","2018",4,8,"PJ","unknown",11.9,50,27,22.4,1.68255748738082,0,17.6,"8014","6429"
"8457","1102","2018",4,9,"PJ","unknown",11.2,49,31,22.5,1.69683257918552,0,16.84,"8014","8457"
"1263","1102","2018",4,4,"PJ","unknown",11.9,46,27,22.4,1.93861066235864,-0.1,16.75,"8014","1263"
"2066","1102","2018",5,1,"PJ","unknown",11.5,47,36,22.7,1.70891483907719,-0.6,16.8,"8014","2066"
"3497","1102","2018",4,3,"PJ","unknown",11,49,31,22.6,1.71477565018577,-0.3,16.755,"8014","3497"
"7558","1102","2018",5,5,"PJ","unknown",12,48,28,23.5,1.76159718144451,-0.3,16.85,"8014","7558"
"3662","1102","2018",4,2,"PJ","unknown",12,47,28,22.9,1.8598884066956,-0.4,16.85,"8014","3662"
"8295","1102","2018",5,6,"PJ","unknown",12.5,47,29,22.3,1.69635284139101,-0.3,17.035,"8014","8295"
"7675","1114","2018",5,1,"PJ","unknown",11.9,49,30,22.9,1.63176502583628,-0.2,17.7,"4811","7675"
"5541","1114","2018",2,2,"PJ","unknown",11.9,47,30,22.2,1.90294957183635,0,17.55,"4811","5541"
"2779","1114","2018",4,8,"PJ","unknown",12.3,49,30,23.1,1.91143676330041,-0.1,17.68,"4811","2779"
"1053","1114","2018",4,5,"PJ","unknown",12,48,28,22.4,1.88146754468485,-0.2,17.35,"4811","1053"
"9457","1114","2018",4,9,"PJ","unknown",12.3,49,30,23.1,1.72562553925798,-0.2,17.68,"4811","9457"
"1563","1114","2018",3,7,"PJ","unknown",11.3,44,21,22.2,2.03804347826087,0,18,"4811","1563"
"5722","1114","2018",4,3,"PJ","unknown",12,44,24,22.2,1.44161460836136,-0.2,17.075,"4811","5722"
"6575","1114","2018",4,6,"PJ","unknown",11.1,47,27,22.2,1.60814794961136,-0.2,17.24,"4811","6575"
"9746","1101","2018",3,4,"PJ","unknown",12.1,50,29,22.8,1.51476899772785,-0.1,17.4,"5106","9746"
"1369","1101","2018",3,1,"PJ","unknown",12.6,50,28,23.3,2.08261020479,0,18.45,"5106","1369"
"7010","1101","2018",3,5,"PJ","unknown",11.7,49,27,23.3,2.09716882209018,0,17.175,"5106","7010"
"8932","1101","2018",5,2,"PJ","unknown",10.7,48,30,22.4,1.93548387096774,0,16.96,"5106","8932"
"9418","1101","2018",3,8,"PJ","unknown",12.3,52,29,23.3,1.61073825503356,-0.6,17.225,"5106","9418"
"1941","1101","2018",4,7,"PJ","unknown",12.7,50,32,23.5,1.63176502583628,-0.2,17.3,"5106","1941"
"1717","1101","2018",4,3,"PJ","unknown",12.6,49,29,22.7,1.65061898211829,-0.2,17.165,"5106","1717"
"6497","1101","2018",3,9,"PJ","unknown",12.3,52,29,23.3,1.89095493224078,0,17.1,"5106","6497"
"9256","1095","2018",2,6,"JB","unknown",13.3,49,25,23.5,1.92307692307692,-0.2,17.7,"9951","9256"
"6683","1095","2018",1,7,"JB","unknown",12.3,47,25,23.2,2.34375,-0.1,17.5,"9951","6683"
"5906","1095","2018",3,5,"JB","unknown",12,48,25,23.2,1.67130919220056,-0.2,17.25,"9951","5906"
"9774","1095","2018",1,1,"JB","unknown",12,46,25,22.7,1.89873417721519,-0.3,17.2,"9951","9774"
"10568","1095","2018",1,2,"JB","unknown",12.9,48,23,23.5,1.69491525423729,-0.1,17.25,"9951","10568"
"383","1095","2018",1,3,"JB","unknown",12.8,47,22,23.1,2.51046025104603,0,17.1,"9951","383"
"3870","1095","2018",1,8,"JB","unknown",11.9,45,21,22.7,2.0979020979021,-0.1,17.5,"9951","3870"
"4577","1095","2018",1,4,"JB","unknown",13,47,22,23.1,1.98019801980198,0,17.5,"9951","4577"
"5733","1115","2018",2,7,"BC","unknown",12.2,48,31,23.8,1.92864030858245,0,16.9,"5970","5733"
"5985","1115","2018",2,2,"BC","unknown",11.8,45,23,23.2,1.48514851485148,-0.2,16.75,"5970","5985"
"4648","1115","2018",3,6,"BC","m",12.3,41,24,22.1,1.743679163034,-0.2,17.2,"5970","4648"
"10277","1115","2018",5,5,"BC","unknown",12.6,47,31,23.3,1.45949890537582,-0.5,17.2,"5970","10277"
"6706","1115","2018",4,1,"BC","m",12.8,46,28,22.9,1.64880461665293,0,17.5,"5970","6706"
"3627","1115","2018",5,4,"BC","unknown",12.2,47,26,23.1,1.44543483497952,-0.3,17.45,"5970","3627"
"777","1115","2018",4,3,"BC","unknown",12,46,32,23.1,1.5748031496063,-0.4,16.95,"5970","777"
"1542","1118","2018",5,8,"BC","unknown",12.8,46,27,23,1.73661360347323,-0.5,17.6,"4981","1542"
"4116","1118","2018",3,5,"BC","unknown",13.1,46,26,23.7,1.56985871271586,-0.2,17.8,"4981","4116"
"10193","1118","2018",4,3,"BC","unknown",13.2,49,26,23.6,1.90779014308426,-0.2,17.75,"4981","10193"
"3682","1118","2018",3,1,"BC","unknown",12.3,47,31,23,1.92988099067224,-0.3,17.5,"4981","3682"
"1696","1118","2018",3,9,"BC","unknown",13.5,45,28,23.6,1.75131348511384,-0.1,17.15,"4981","1696"
"9401","1118","2018",5,6,"BC","unknown",12.2,47,27,22.6,1.78518298125558,-0.3,16.35,"4981","9401"
"9055","1118","2018",5,7,"BC","unknown",12.8,46,27,23.4,1.73060282665128,-0.3,17.2,"4981","9055"
"5976","1118","2018",1,2,"BC","unknown",11.9,42,21,23,1.63889647637258,-0.2,17.9,"4981","5976"
"6807","1118","2018",2,4,"BC","unknown",11.8,42,21,22.5,1.68776371308017,-0.1,16.7,"4981","6807"
"5616","1090","2018",1,4,"BC","unknown",8.7,38,15,21.4,2.17233888486604,0,16.65,"9685","5616"
"4487","1107","2018",2,6,"BC","unknown",9.2,36,15,21.1,3.45423143350604,-0.1,17.2,"2417","4487"
"3298","1110","2018",2,4,"BC","unknown",11,43,13,21.3,1.97889182058047,0,16.3,"5030","3298"
"7112","1106","2018",3,1,"BC","unknown",11,39,17,21.5,2.10010500525026,-0.2,16.9,"5104","7112"
"1868","1113","2018",4,2,"PJ","unknown",12.7,50,31,23,2.04778156996587,-0.3,17.685,"4983","1868"
"10852","1113","2018",3,1,"PJ","unknown",12.2,48,27,22.8,2.29095074455899,-0.2,17.455,"4983","10852"
"2050","1113","2018",3,3,"PJ","unknown",13.3,49,29,22.9,1.72761301468471,-0.2,17.24,"4983","2050"
"4756","1113","2018",4,7,"PJ","unknown",13.6,51,30,23.3,1.54320987654321,-0.2,18.4,"4983","4756"
"2094","1113","2018",4,4,"PJ","unknown",13.3,50,29,22.4,1.99667221297837,-0.3,17.85,"4983","2094"
"4523","1113","2018",4,6,"PJ","unknown",12.5,52,31,23,1.57273918741809,-0.4,17.95,"4983","4523"
"7578","1113","2018",4,5,"PJ","unknown",13.3,52,33,23.4,1.60170848905499,-0.3,18.37,"4983","7578"
"448","1120","2019",3,4,"JB","unknown",9.6,40,16,20.7,2.0979020979021,-0.2,15.55,"953","448"
"6467","1120","2019",3,8,"JB","unknown",10.8,46,22,21.8,2.85714285714286,0,16.65,"953","6467"
"6722","1120","2019",3,6,"JB","unknown",10.5,44,25,21.9,1.91693290734824,-0.2,16.35,"953","6722"
"6217","1120","2019",2,1,"JB","unknown",10.3,46,26,21.6,2.04778156996587,-0.3,16.2,"953","6217"
"5267","1120","2019",3,2,"JB","unknown",10.8,46,23,22.1,2.09059233449477,-0.5,16,"953","5267"
"7561","1120","2019",2,9,"JB","unknown",10.8,48,26,21.8,2.29007633587786,-0.1,16.25,"953","7561"
"6980","1120","2019",2,5,"JB","unknown",9.5,41,27,NA,2.87081339712919,0,NA,"953","6980"
"9995","1120","2019",3,7,"JB","unknown",10.8,47,24,21.7,2.12765957446809,-0.2,17,"953","9995"
"7868","1120","2019",4,3,"JB","unknown",10.4,45,23,21.9,2,-0.3,17.2,"953","7868"
"5630","1122","2019",4,9,"PJ","unknown",11.1,44,24,22.6,1.75644028103045,-0.4,17.35,"2137","5630"
"9281","1122","2019",3,3,"PJ","unknown",11.3,45,21,23.2,1.5511892450879,-0.3,16.2,"2137","9281"
"1248","1122","2019",4,7,"PJ","unknown",9.5,40,17,21.8,1.61768670800755,-0.2,15.85,"2137","1248"
"5382","1122","2019",4,8,"PJ","unknown",11.3,47,25,23.1,1.51171579743008,-0.5,16.6,"2137","5382"
"1499","1122","2019",4,5,"PJ","unknown",10.6,46,26,22.9,1.70891483907719,-0.3,16.4,"2137","1499"
"2133","1122","2019",3,4,"PJ","unknown",11.1,48,26,22.8,1.72711571675302,-0.2,16.75,"2137","2133"
"899","1122","2019",4,1,"PJ","unknown",11.3,46,26,22.2,1.73611111111111,-0.3,16.36,"2137","899"
"5034","1122","2019",4,2,"PJ","unknown",10.4,42,21,22.2,1.66666666666667,-0.3,15.75,"2137","5034"
"4283","1122","2019",4,6,"PJ","unknown",10.6,47,28,22.5,1.8796992481203,-0.3,16.55,"2137","4283"
"1026","1124","2019",3,6,"PJ","unknown",12.4,44,20,22.3,1.92369349150369,-0.3,17.65,"3466","1026"
"256","1124","2019",3,2,"PJ","unknown",12.1,46,22,22.4,1.46627565982405,-0.5,17.25,"3466","256"
"2679","1124","2019",2,5,"PJ","unknown",12,45,24,22.7,2.13599145603418,-0.2,16.9,"3466","2679"
"7521","1124","2019",2,3,"PJ","unknown",11.9,40,16,21.8,1.79640718562874,-0.1,16.8,"3466","7521"
"10075","1124","2019",5,7,"PJ","unknown",11.2,45,22,22.1,1.76056338028169,-0.4,16.5,"3466","10075"
"4720","1124","2019",3,4,"PJ","unknown",11.2,43,21,22.2,2.00467758102239,-0.3,15.6,"3466","4720"
"3533","1124","2019",4,1,"PJ","unknown",12.3,43,20,22.3,1.72463351537798,-0.5,16.45,"3466","3533"
"6759","1130","2019",3,7,"PJ","unknown",10.9,41,18,21.7,1.90657769304099,-0.1,16.6,"6503","6759"
"5477","1130","2019",4,9,"PJ","unknown",11.7,44,24,23,1.71135196805476,-0.3,17.55,"6503","5477"
"10585","1130","2019",2,2,"PJ","unknown",12.1,45,27,22.5,2.1945866861741,-0.2,16.7,"6503","10585"
"4323","1130","2019",1,1,"PJ","unknown",11.9,46,23,22.4,2.21975582685905,0,17.55,"6503","4323"
"9993","1130","2019",3,3,"PJ","unknown",12.5,48,23,23.1,1.53609831029186,-0.2,17.95,"6503","9993"
"9137","1130","2019",2,6,"PJ","unknown",10.7,42,21,22,2.08044382801664,-0.1,16.95,"6503","9137"
"7519","1130","2019",2,8,"PJ","unknown",11.7,44,20,22.2,1.88264825855036,-0.1,17.25,"6503","7519"
"2990","1130","2019",2,5,"PJ","unknown",11.3,46,25,22.2,2.19378427787934,0,17.2,"6503","2990"
"3671","1130","2019",2,4,"PJ","unknown",11.1,45,25,22.2,2.37341772151899,0,16.9,"6503","3671"
"4908","1132","2019",4,9,"PJ","unknown",11.3,49,29,23.5,1.7931858936043,-0.3,17.5,"8071","4908"
"7209","1132","2019",4,6,"PJ","unknown",11.7,49,29,23.05,1.50943396226415,-0.2,16.85,"8071","7209"
"5725","1132","2019",2,3,"PJ","unknown",11.7,49,29,23.2,2.14362272240086,0,17.05,"8071","5725"
"3585","1132","2019",3,2,"PJ","unknown",12.5,47,29,23.1,2.58397932816537,-0.2,17.125,"8071","3585"
"5821","1132","2019",4,7,"PJ","unknown",11.9,51,30,23.3,1.97498354180382,-0.2,16.8,"8071","5821"
"3284","1132","2019",3,5,"PJ","unknown",13.1,49,31,23.6,2.01477501678979,-0.2,17.75,"8071","3284"
"7428","1132","2019",3,4,"PJ","unknown",12,48,28,22.8,2.89296046287367,-0.2,16.8,"8071","7428"
"10259","1132","2019",3,1,"PJ","unknown",11.7,50,31,23.3,2.16841344416335,-0.1,16.8,"8071","10259"
"302","1132","2019",3,8,"PJ","unknown",11.6,48,31,23,1.99733688415446,-0.1,16.8,"8071","302"
"5081","1129","2019",5,4,"PJ","unknown",12.6,51,29,23.6,2.02292650033715,-0.2,17.45,"1584","5081"
"3579","1129","2019",3,3,"PJ","unknown",12.5,47,26,23.9,1.84956843403206,-0.2,17.65,"1584","3579"
"3745","1129","2019",5,5,"PJ","unknown",12.3,49,30,23.1,1.86799501867995,-0.3,17.8,"1584","3745"
"4060","1129","2019",5,9,"PJ","unknown",11.6,48,30,23.25,1.83374083129584,-0.3,16.85,"1584","4060"
"7233","1129","2019",5,8,"PJ","unknown",12.3,49,30,23.6,1.97109067017083,-0.2,17.4,"1584","7233"
"5127","1129","2019",3,10,"PJ","unknown",11.9,48,28,23.7,2.4330900243309,0,17.35,"1584","5127"
"7655","1129","2019",3,1,"PJ","unknown",12.7,47,28,23.7,2.06256445513922,-0.3,17.75,"1584","7655"
"10416","1129","2019",3,2,"PJ","unknown",12.7,48,31,23.7,2.16998191681736,-0.1,17.1,"1584","10416"
"6376","1109","2018",4,7,"PJ","unknown",11.5,50,27,22.3,2.29973169796857,0,12.895,"3450","6376"
"9226","1109","2018",3,5,"PJ","unknown",10.9,47,26,21.6,1.81488203266788,-0.1,17.2,"3450","9226"
"883","1109","2018",4,2,"PJ","unknown",10.8,48,24,21.8,1.77988727380599,-0.1,17.05,"3450","883"
"3172","1109","2018",4,6,"PJ","unknown",11.1,44,24,21.9,2.38284352660842,-0.1,17,"3450","3172"
"3021","1109","2018",4,8,"PJ","unknown",11.3,49,26,22.1,1.63220892274211,-0.3,17.7,"3450","3021"
"1174","1109","2018",3,1,"PJ","unknown",10.1,44,23,21.4,1.75746924428822,-0.1,17.045,"3450","1174"
"9803","1109","2018",4,3,"PJ","unknown",10.9,50,26,22.2,1.84899845916795,-0.2,17.9,"3450","9803"
"8333","1109","2018",4,11,"PJ","unknown",9.5,42,18,20.2,2.5273799494524,-0.2,17.2,"3450","8333"
"2791","1109","2018",4,10,"PJ","m",11.2,49,28,22.6,1.47965474722565,-0.4,17.8,"3450","2791"
"9012","1109","2018",3,4,"PJ","unknown",12,49,30,22.2,2.00534759358289,0,17.4,"3450","9012"
"10724","1109","2018",3,9,"PJ","unknown",9,43,17,20.9,2.02565833896016,0,17.705,"3450","10724"
"629","1129","2019",5,7,"PJ","unknown",12,48,28,23.3,1.875,-0.2,17.05,"1584","629"
"1466","1129","2019",5,6,"PJ","unknown",12.3,51,31,23.9,1.88619930839359,-0.2,17.15,"1584","1466"
"84","1131","2019",3,2,"PJ","unknown",8.7,43,22,22,1.82704019488429,0,15.65,"10707","84"
"3327","1131","2019",2,4,"PJ","unknown",10.6,45,23,22.4,1.85873605947955,0,15.25,"10707","3327"
"587","1131","2019",1,3,"PJ","unknown",9.5,45,24,22.3,1.77462289263531,-0.1,15.2,"10707","587"
"3866","1131","2019",3,7,"PJ","unknown",9.7,45,22,22,1.50037509377344,-0.1,16.1,"10707","3866"
"2368","1131","2019",3,5,"PJ","unknown",8,44,22,21.5,1.60427807486631,-0.1,15.45,"10707","2368"
"180","1131","2019",2,6,"PJ","unknown",10.2,45,21,21.9,1.97954470471791,0,16.55,"10707","180"
